timestamp,fabric_segment,rack_id,avg_link_utilization_pct,p95_rdma_latency_us,retransmits_per_sec,drops_per_sec,congestion_state
2026-04-01T01:00:00Z,fabric-f,rack-f,33.8,8.75,1.91,2.07,normal
2026-04-01T01:15:00Z,fabric-a,rack-a,42.1,10.32,4.78,0.63,normal
2026-04-01T01:15:00Z,fabric-b,rack-b,27.0,9.22,2.37,1.58,normal
2026-04-01T01:15:00Z,fabric-c,rack-c,38.5,11.37,2.44,1.03,normal
2026-04-01T01:15:00Z,fabric-d,rack-d,43.3,12.29,3.89,0.46,normal
2026-04-01T01:15:00Z,fabric-e,rack-e,40.9,11.24,3.75,1.32,normal
2026-04-01T01:15:00Z,fabric-f,rack-f,44.0,9.0,2.54,1.48,normal
2026-04-01T01:30:00Z,fabric-a,rack-a,37.2,8.25,2.3,0.95,normal
2026-04-01T01:30:00Z,fabric-b,rack-b,30.3,10.07,3.1,1.94,normal
2026-04-01T01:30:00Z,fabric-c,rack-c,32.7,8.72,1.99,1.85,normal
2026-04-01T01:30:00Z,fabric-d,rack-d,42.4,9.64,2.05,1.44,normal
2026-04-01T01:30:00Z,fabric-e,rack-e,36.0,10.57,2.82,0.05,normal
2026-04-01T01:30:00Z,fabric-f,rack-f,30.5,9.51,4.1,2.7,normal
2026-04-01T01:45:00Z,fabric-a,rack-a,43.8,8.34,2.4,1.2,normal
2026-04-01T01:45:00Z,fabric-b,rack-b,27.0,10.85,2.23,1.26,normal
2026-04-01T01:45:00Z,fabric-c,rack-c,30.1,11.93,3.05,0.81,normal
2026-04-01T01:45:00Z,fabric-d,rack-d,32.7,11.8,0,0.85,normal
2026-04-01T01:45:00Z,fabric-e,rack-e,38.6,10.42,1.13,0.8,normal
2026-04-01T01:45:00Z,fabric-f,rack-f,41.2,10.43,3.09,1.96,normal
2026-04-01T02:00:00Z,fabric-a,rack-a,32.9,11.32,4.2,0.84,normal
2026-04-01T02:00:00Z,fabric-b,rack-b,41.9,11.62,1.99,1.28,normal
2026-04-01T02:00:00Z,fabric-c,rack-c,27.1,10.78,0.42,1.07,normal
2026-04-01T02:00:00Z,fabric-d,rack-d,37.5,7.8,2.94,1.72,normal
2026-04-01T02:00:00Z,fabric-e,rack-e,32.1,11.88,1.29,1.44,normal
2026-04-01T02:00:00Z,fabric-f,rack-f,40.8,12.05,3.83,1.93,normal
2026-04-01T02:15:00Z,fabric-a,rack-a,29.8,9.95,2.56,0.37,normal
2026-04-01T02:15:00Z,fabric-b,rack-b,37.7,8.13,3.67,1.45,normal
2026-04-01T02:15:00Z,fabric-c,rack-c,37.8,12.74,2.39,1.07,normal
2026-04-01T02:15:00Z,fabric-d,rack-d,36.8,7.77,4.94,0.68,normal
2026-04-01T02:15:00Z,fabric-e,rack-e,38.5,13.45,1.72,2.8,normal
2026-04-01T02:15:00Z,fabric-f,rack-f,41.5,11.74,4.58,1.71,normal
2026-04-01T02:30:00Z,fabric-a,rack-a,34.2,8.84,2.28,1.05,normal
2026-04-01T02:30:00Z,fabric-b,rack-b,37.7,8.41,2.12,1.5,normal
2026-04-01T02:30:00Z,fabric-c,rack-c,36.3,10.77,3.01,0.84,normal
2026-04-01T02:30:00Z,fabric-d,rack-d,34.0,8.73,4.27,2.15,normal
2026-04-01T02:30:00Z,fabric-e,rack-e,38.2,11.08,1.04,1.26,normal
2026-04-01T02:30:00Z,fabric-f,rack-f,33.7,10.27,1.54,1.32,normal
2026-04-01T02:45:00Z,fabric-a,rack-a,35.7,6.9,1.01,0.96,normal
2026-04-01T02:45:00Z,fabric-b,rack-b,50.6,11.7,3.23,2.28,normal
2026-04-01T02:45:00Z,fabric-c,rack-c,47.0,12.18,3.28,1.48,normal
2026-04-01T02:45:00Z,fabric-d,rack-d,34.2,8.95,3.13,2.61,normal
2026-04-01T02:45:00Z,fabric-e,rack-e,36.3,8.54,4.58,0.78,normal
2026-04-01T02:45:00Z,fabric-f,rack-f,38.5,7.94,2.82,1.22,normal
2026-04-01T03:00:00Z,fabric-a,rack-a,44.7,10.26,4.41,1.35,normal
2026-04-01T03:00:00Z,fabric-b,rack-b,37.7,12.66,2.67,1.02,normal
2026-04-01T03:00:00Z,fabric-c,rack-c,35.9,10.02,1.8,1.36,normal
2026-04-01T03:00:00Z,fabric-d,rack-d,37.8,11.06,1.42,2.37,normal
2026-04-01T03:00:00Z,fabric-e,rack-e,44.7,13.79,2.83,1.41,normal
2026-04-01T03:00:00Z,fabric-f,rack-f,30.5,7.77,4.65,1.89,normal
2026-04-01T03:15:00Z,fabric-a,rack-a,48.0,11.63,4.34,1.22,normal
2026-04-01T03:15:00Z,fabric-b,rack-b,33.6,11.56,2.63,0.24,normal
2026-04-01T03:15:00Z,fabric-c,rack-c,35.5,9.65,1.68,2.88,normal
2026-04-01T03:15:00Z,fabric-d,rack-d,43.3,9.68,3.16,2.14,normal
2026-04-01T03:15:00Z,fabric-e,rack-e,38.9,10.74,5.74,1.6,normal
2026-04-01T03:15:00Z,fabric-f,rack-f,39.6,12.23,2.11,1.28,normal
2026-04-01T03:30:00Z,fabric-a,rack-a,24.9,10.26,3.89,0.56,normal
2026-04-01T03:30:00Z,fabric-b,rack-b,40.0,9.92,2.82,0.19,normal
2026-04-01T03:30:00Z,fabric-c,rack-c,37.9,10.64,4.73,0.26,normal
2026-04-01T03:30:00Z,fabric-d,rack-d,33.6,8.41,2.34,0.71,normal
2026-04-01T03:30:00Z,fabric-e,rack-e,35.7,10.04,2.29,0.63,normal
2026-04-01T03:30:00Z,fabric-f,rack-f,38.5,9.57,4.95,1.25,normal
2026-04-01T03:45:00Z,fabric-a,rack-a,42.7,10.26,5.15,2.07,normal
2026-04-01T03:45:00Z,fabric-b,rack-b,46.6,9.88,5.16,1.52,normal
2026-04-01T03:45:00Z,fabric-c,rack-c,42.4,11.8,3.15,2.35,normal
2026-04-01T03:45:00Z,fabric-d,rack-d,44.3,13.39,4.59,2.7,normal
2026-04-01T03:45:00Z,fabric-e,rack-e,28.6,11.75,0,0.82,normal
2026-04-01T03:45:00Z,fabric-f,rack-f,38.5,8.57,3.19,1.22,normal
2026-04-01T04:00:00Z,fabric-a,rack-a,36.0,9.75,1.53,1.16,normal
2026-04-01T04:00:00Z,fabric-b,rack-b,41.8,12.3,0.09,1.01,normal
2026-04-01T04:00:00Z,fabric-c,rack-c,36.3,9.28,2.16,1.7,normal
2026-04-01T04:00:00Z,fabric-d,rack-d,40.9,10.73,3.69,1.74,normal
2026-04-01T04:00:00Z,fabric-e,rack-e,44.0,8.08,4.56,1.06,normal
2026-04-01T04:00:00Z,fabric-f,rack-f,33.5,10.18,3.95,1.67,normal
2026-04-01T04:15:00Z,fabric-a,rack-a,33.9,11.13,1.38,0.5,normal
2026-04-01T04:15:00Z,fabric-b,rack-b,36.8,10.05,2.81,1.02,normal
2026-04-01T04:15:00Z,fabric-c,rack-c,48.6,10.7,4.93,1.7,normal
2026-04-01T04:15:00Z,fabric-d,rack-d,38.1,9.99,3.9,1.22,normal
2026-04-01T04:15:00Z,fabric-e,rack-e,40.0,9.31,2.18,2.23,normal
2026-04-01T04:15:00Z,fabric-f,rack-f,36.6,8.72,4.54,2.4,normal
2026-04-01T04:30:00Z,fabric-a,rack-a,40.4,8.31,2.92,1.22,normal
2026-04-01T04:30:00Z,fabric-b,rack-b,29.0,8.43,0.53,0.23,normal
2026-04-01T04:30:00Z,fabric-c,rack-c,34.7,9.91,3.09,2.2,normal
2026-04-01T04:30:00Z,fabric-d,rack-d,34.1,7.38,1.83,1.41,normal
2026-04-01T04:30:00Z,fabric-e,rack-e,33.2,9.5,2.99,0.18,normal
2026-04-01T04:30:00Z,fabric-f,rack-f,38.6,11.07,3.19,0.04,normal
2026-04-01T04:45:00Z,fabric-a,rack-a,28.1,9.16,2.33,0.75,normal
2026-04-01T04:45:00Z,fabric-b,rack-b,44.1,10.55,2.7,2.68,normal
2026-04-01T04:45:00Z,fabric-c,rack-c,39.2,9.64,3.51,1.34,normal
2026-04-01T04:45:00Z,fabric-d,rack-d,39.2,9.09,4.73,0.91,normal
2026-04-01T04:45:00Z,fabric-e,rack-e,26.5,9.62,0,1.7,normal
2026-04-01T04:45:00Z,fabric-f,rack-f,42.5,11.19,1.47,1.84,normal
2026-04-01T05:00:00Z,fabric-a,rack-a,34.9,10.05,1.87,1.11,normal
2026-04-01T05:00:00Z,fabric-b,rack-b,43.6,12.01,4.46,0.91,normal
2026-04-01T05:00:00Z,fabric-c,rack-c,32.2,11.97,2.37,1.03,normal
2026-04-01T05:00:00Z,fabric-d,rack-d,41.9,9.68,0.56,0.76,normal
2026-04-01T05:00:00Z,fabric-e,rack-e,27.0,8.27,1.62,0.86,normal
2026-04-01T05:00:00Z,fabric-f,rack-f,42.1,8.72,2.87,1.93,normal
2026-04-01T05:15:00Z,fabric-a,rack-a,41.2,9.88,3.7,1.85,normal
2026-04-01T05:15:00Z,fabric-b,rack-b,39.4,10.52,2.53,1.66,normal
2026-04-01T05:15:00Z,fabric-c,rack-c,33.3,8.39,0.93,1.32,normal
2026-04-01T05:15:00Z,fabric-d,rack-d,29.0,10.16,1.81,0.92,normal
2026-04-01T05:15:00Z,fabric-e,rack-e,35.1,11.46,0.64,1.9,normal
2026-04-01T05:15:00Z,fabric-f,rack-f,39.6,10.67,3.28,2.44,normal
2026-04-01T05:30:00Z,fabric-a,rack-a,39.5,10.97,4.54,1.3,normal
2026-04-01T05:30:00Z,fabric-b,rack-b,42.6,10.15,3.2,2.07,normal
2026-04-01T05:30:00Z,fabric-c,rack-c,41.2,8.99,4.32,1.64,normal
2026-04-01T05:30:00Z,fabric-d,rack-d,36.2,7.85,1.2,0.88,normal
2026-04-01T05:30:00Z,fabric-e,rack-e,40.6,10.85,3.76,1.43,normal
2026-04-01T05:30:00Z,fabric-f,rack-f,40.4,13.09,3.89,1.23,normal
2026-04-01T05:45:00Z,fabric-a,rack-a,36.5,10.84,1.63,0.89,normal
2026-04-01T05:45:00Z,fabric-b,rack-b,29.8,8.81,3.7,1.07,normal
2026-04-01T05:45:00Z,fabric-c,rack-c,41.7,8.86,2.11,1.61,normal
2026-04-01T05:45:00Z,fabric-d,rack-d,44.0,10.66,2.92,0.87,normal
2026-04-01T05:45:00Z,fabric-e,rack-e,48.2,9.49,3.95,2.77,normal
2026-04-01T05:45:00Z,fabric-f,rack-f,41.5,12.21,2.3,1.86,normal
2026-04-01T06:00:00Z,fabric-a,rack-a,31.4,7.69,2.34,2.01,normal
2026-04-01T06:00:00Z,fabric-b,rack-b,36.3,11.39,2.85,1.54,normal
2026-04-01T06:00:00Z,fabric-c,rack-c,42.7,12.61,2.81,1.29,normal
2026-04-01T06:00:00Z,fabric-d,rack-d,31.0,11.36,0.28,1.27,normal
2026-04-01T06:00:00Z,fabric-e,rack-e,32.4,9.02,2.6,1.59,normal
2026-04-01T06:00:00Z,fabric-f,rack-f,32.2,8.21,2.9,0.21,normal
2026-04-01T06:15:00Z,fabric-a,rack-a,36.6,11.98,3.03,1.56,normal
2026-04-01T06:15:00Z,fabric-b,rack-b,34.3,7.03,2.87,1.82,normal
2026-04-01T06:15:00Z,fabric-c,rack-c,27.3,9.49,1.3,0,normal
2026-04-01T06:15:00Z,fabric-d,rack-d,26.6,7.21,1.81,0.94,normal
2026-04-01T06:15:00Z,fabric-e,rack-e,33.2,10.08,3.66,1.11,normal
2026-04-01T06:15:00Z,fabric-f,rack-f,32.5,9.5,1.94,0.92,normal
2026-04-01T06:30:00Z,fabric-a,rack-a,24.9,10.42,1.61,1.25,normal
2026-04-01T06:30:00Z,fabric-b,rack-b,33.9,9.31,0.96,1.74,normal
2026-04-01T06:30:00Z,fabric-c,rack-c,35.5,7.46,2.66,0.92,normal
2026-04-01T06:30:00Z,fabric-d,rack-d,38.1,13.18,0.53,2.15,normal
2026-04-01T06:30:00Z,fabric-e,rack-e,38.5,10.9,2.37,1.32,normal
2026-04-01T06:30:00Z,fabric-f,rack-f,30.7,8.62,1.02,0.61,normal
2026-04-01T06:45:00Z,fabric-a,rack-a,29.7,8.18,3.25,1.99,normal
2026-04-01T06:45:00Z,fabric-b,rack-b,32.5,8.68,1.85,1.53,normal
2026-04-01T06:45:00Z,fabric-c,rack-c,35.1,9.07,4.07,1.73,normal
2026-04-01T06:45:00Z,fabric-d,rack-d,38.7,12.12,3.67,1.64,normal
2026-04-01T06:45:00Z,fabric-e,rack-e,40.1,12.96,3.23,1.21,normal
2026-04-01T06:45:00Z,fabric-f,rack-f,35.8,12.35,2.77,0.45,normal
2026-04-01T07:00:00Z,fabric-a,rack-a,37.9,7.99,4.73,1.29,normal
2026-04-01T07:00:00Z,fabric-b,rack-b,30.8,11.14,1.59,1.58,normal
2026-04-01T07:00:00Z,fabric-c,rack-c,33.8,8.02,0,0.38,normal
2026-04-01T07:00:00Z,fabric-d,rack-d,35.4,9.51,2.95,0.83,normal
2026-04-01T07:00:00Z,fabric-e,rack-e,36.7,8.34,3.2,1.95,normal
2026-04-01T07:00:00Z,fabric-f,rack-f,38.2,8.34,1.37,1.45,normal
2026-04-01T07:15:00Z,fabric-a,rack-a,42.9,11.71,3.27,1.54,normal
2026-04-01T07:15:00Z,fabric-b,rack-b,38.0,10.07,1.6,1.25,normal
2026-04-01T07:15:00Z,fabric-c,rack-c,37.8,10.27,3.31,2.26,normal
2026-04-01T07:15:00Z,fabric-d,rack-d,22.5,6.44,1.26,0,normal
2026-04-01T07:15:00Z,fabric-e,rack-e,33.3,9.28,3.2,1.23,normal
2026-04-01T07:15:00Z,fabric-f,rack-f,38.4,11.4,3.23,2.79,normal
2026-04-01T07:30:00Z,fabric-a,rack-a,36.2,11.18,2.73,0.97,normal
2026-04-01T07:30:00Z,fabric-b,rack-b,43.0,10.09,2.66,2.15,normal
2026-04-01T07:30:00Z,fabric-c,rack-c,37.1,8.01,3.53,2.14,normal
2026-04-01T07:30:00Z,fabric-d,rack-d,48.0,12.99,5.22,0.96,normal
2026-04-01T07:30:00Z,fabric-e,rack-e,37.7,11.83,3.32,2.19,normal
2026-04-01T07:30:00Z,fabric-f,rack-f,40.2,11.94,2.93,1.53,normal
2026-04-01T07:45:00Z,fabric-a,rack-a,34.9,9.41,1.83,0.33,normal
2026-04-01T07:45:00Z,fabric-b,rack-b,48.1,10.8,1.04,1.77,normal
2026-04-01T07:45:00Z,fabric-c,rack-c,39.1,10.55,2.81,1.87,normal
2026-04-01T07:45:00Z,fabric-d,rack-d,42.8,10.85,2.47,1.37,normal
2026-04-01T07:45:00Z,fabric-e,rack-e,36.2,10.27,2.04,1.22,normal
2026-04-01T07:45:00Z,fabric-f,rack-f,29.7,9.17,0.42,0.5,normal
2026-04-01T08:00:00Z,fabric-a,rack-a,40.8,10.77,5.76,0.37,normal
2026-04-01T08:00:00Z,fabric-b,rack-b,44.2,9.59,3.48,1.58,normal
2026-04-01T08:00:00Z,fabric-c,rack-c,38.6,8.36,3.38,1.43,normal
2026-04-01T08:00:00Z,fabric-d,rack-d,45.2,10.65,3.2,2.65,normal
2026-04-01T08:00:00Z,fabric-e,rack-e,45.6,13.57,3.48,1.98,normal
2026-04-01T08:00:00Z,fabric-f,rack-f,40.8,11.72,2.12,0.78,normal
2026-04-01T08:15:00Z,fabric-a,rack-a,41.8,10.85,4.6,0.85,normal
2026-04-01T08:15:00Z,fabric-b,rack-b,55.2,9.38,3.51,2.32,normal
2026-04-01T08:15:00Z,fabric-c,rack-c,43.2,9.2,2.59,1.39,normal
2026-04-01T08:15:00Z,fabric-d,rack-d,42.1,9.87,2.54,1.29,normal
2026-04-01T08:15:00Z,fabric-e,rack-e,49.5,13.81,3.19,2.83,normal
2026-04-01T08:15:00Z,fabric-f,rack-f,56.2,9.93,5.26,1.85,normal
2026-04-01T08:30:00Z,fabric-a,rack-a,46.9,10.48,4.97,2.36,normal
2026-04-01T08:30:00Z,fabric-b,rack-b,56.9,13.87,3.92,2.3,normal
2026-04-01T08:30:00Z,fabric-c,rack-c,46.7,12.13,1.79,2.37,normal
2026-04-01T08:30:00Z,fabric-d,rack-d,39.0,10.82,2.0,1.49,normal
2026-04-01T08:30:00Z,fabric-e,rack-e,47.9,10.8,5.4,0.89,normal
2026-04-01T08:30:00Z,fabric-f,rack-f,49.8,10.57,2.66,0.92,normal
2026-04-01T08:45:00Z,fabric-a,rack-a,46.5,10.15,3.61,1.46,normal
2026-04-01T08:45:00Z,fabric-b,rack-b,48.6,11.62,5.23,1.24,normal
2026-04-01T08:45:00Z,fabric-c,rack-c,56.9,9.96,3.52,1.76,normal
2026-04-01T08:45:00Z,fabric-d,rack-d,44.1,12.31,4.13,1.17,normal
2026-04-01T08:45:00Z,fabric-e,rack-e,48.2,11.13,2.99,1.8,normal
2026-04-01T08:45:00Z,fabric-f,rack-f,46.7,13.26,2.41,0.58,normal
2026-04-01T09:00:00Z,fabric-a,rack-a,48.3,10.87,2.91,2.55,normal
2026-04-01T09:00:00Z,fabric-b,rack-b,53.8,10.68,3.97,1.98,normal
2026-04-01T09:00:00Z,fabric-c,rack-c,54.9,9.13,3.9,1.02,normal
2026-04-01T09:00:00Z,fabric-d,rack-d,43.9,12.21,1.39,2.09,normal
2026-04-01T09:00:00Z,fabric-e,rack-e,51.2,11.5,2.9,0.96,normal
2026-04-01T09:00:00Z,fabric-f,rack-f,47.1,10.64,2.73,1.98,normal
2026-04-01T09:15:00Z,fabric-a,rack-a,47.9,11.57,2.97,1.3,normal
2026-04-01T09:15:00Z,fabric-b,rack-b,54.1,11.21,3.53,2.17,normal
2026-04-01T09:15:00Z,fabric-c,rack-c,51.5,13.18,4.25,2.53,normal
2026-04-01T09:15:00Z,fabric-d,rack-d,48.1,8.05,3.66,1.17,normal
2026-04-01T09:15:00Z,fabric-e,rack-e,47.9,10.3,2.88,1.63,normal
2026-04-01T09:15:00Z,fabric-f,rack-f,50.9,12.86,3.2,2.47,normal
2026-04-01T09:30:00Z,fabric-a,rack-a,46.0,6.86,2.31,1.24,normal
2026-04-01T09:30:00Z,fabric-b,rack-b,55.1,11.27,3.66,1.65,normal
2026-04-01T09:30:00Z,fabric-c,rack-c,50.7,10.32,4.94,1.8,normal
2026-04-01T09:30:00Z,fabric-d,rack-d,44.4,9.37,3.58,1.64,normal
2026-04-01T09:30:00Z,fabric-e,rack-e,54.4,14.78,6.8,2.07,normal
2026-04-01T09:30:00Z,fabric-f,rack-f,48.5,9.31,2.47,1.88,normal
2026-04-01T09:45:00Z,fabric-a,rack-a,39.6,10.36,2.75,1.45,normal
2026-04-01T09:45:00Z,fabric-b,rack-b,50.2,14.94,2.51,1.31,normal
2026-04-01T09:45:00Z,fabric-c,rack-c,51.6,10.12,2.71,1.55,normal
2026-04-01T09:45:00Z,fabric-d,rack-d,52.3,10.66,5.61,3.62,normal
2026-04-01T09:45:00Z,fabric-e,rack-e,36.6,10.5,2.87,1.9,normal
2026-04-01T09:45:00Z,fabric-f,rack-f,54.7,12.0,3.7,1.16,normal
2026-04-01T10:00:00Z,fabric-a,rack-a,51.9,11.73,4.54,1.54,normal
2026-04-01T10:00:00Z,fabric-b,rack-b,53.5,10.31,5.7,2.04,normal
2026-04-01T10:00:00Z,fabric-c,rack-c,61.8,14.27,3.52,1.27,normal
2026-04-01T10:00:00Z,fabric-d,rack-d,55.7,14.2,3.45,2.07,normal
2026-04-01T10:00:00Z,fabric-e,rack-e,53.3,9.74,3.63,1.71,normal
2026-04-01T10:00:00Z,fabric-f,rack-f,48.6,10.3,2.12,2.68,normal
2026-04-01T10:15:00Z,fabric-a,rack-a,56.8,9.67,5.76,1.29,normal
2026-04-01T10:15:00Z,fabric-b,rack-b,54.5,11.7,3.77,2.08,normal
2026-04-01T10:15:00Z,fabric-c,rack-c,52.5,10.62,5.33,2.41,normal
2026-04-01T10:15:00Z,fabric-d,rack-d,54.8,11.14,4.61,1.57,normal
2026-04-01T10:15:00Z,fabric-e,rack-e,62.7,13.72,4.31,1.88,normal
2026-04-01T10:15:00Z,fabric-f,rack-f,52.7,12.44,5.2,2.88,normal
2026-04-01T10:30:00Z,fabric-a,rack-a,58.0,9.96,6.22,2.39,normal
2026-04-01T10:30:00Z,fabric-b,rack-b,52.6,11.64,3.46,2.1,normal
2026-04-01T10:30:00Z,fabric-c,rack-c,54.5,13.48,3.28,2.15,normal
2026-04-01T10:30:00Z,fabric-d,rack-d,51.1,11.24,2.89,1.65,normal
2026-04-01T10:30:00Z,fabric-e,rack-e,59.2,14.0,5.46,1.92,normal
2026-04-01T10:30:00Z,fabric-f,rack-f,50.9,9.79,5.07,1.27,normal
2026-04-01T10:45:00Z,fabric-a,rack-a,63.7,15.1,5.46,2.99,normal
2026-04-01T10:45:00Z,fabric-b,rack-b,50.5,9.37,3.6,2.24,normal
2026-04-01T10:45:00Z,fabric-c,rack-c,56.9,13.9,6.3,2.8,normal
2026-04-01T10:45:00Z,fabric-d,rack-d,57.6,12.52,4.04,3.08,normal
2026-04-01T10:45:00Z,fabric-e,rack-e,50.4,12.82,4.73,2.14,normal
2026-04-01T10:45:00Z,fabric-f,rack-f,62.2,15.21,3.65,2.44,normal
2026-04-01T11:00:00Z,fabric-a,rack-a,63.3,10.51,4.39,2.37,normal
2026-04-01T11:00:00Z,fabric-b,rack-b,51.9,8.16,4.71,2.24,normal
2026-04-01T11:00:00Z,fabric-c,rack-c,55.7,11.63,3.22,2.57,normal
2026-04-01T11:00:00Z,fabric-d,rack-d,58.7,11.61,6.42,1.39,normal
2026-04-01T11:00:00Z,fabric-e,rack-e,53.3,10.15,3.65,2.04,normal
2026-04-01T11:00:00Z,fabric-f,rack-f,52.1,10.64,5.49,1.29,normal
2026-04-01T11:15:00Z,fabric-a,rack-a,55.6,12.38,6.49,1.23,normal
2026-04-01T11:15:00Z,fabric-b,rack-b,53.6,11.72,5.32,2.39,normal
2026-04-01T11:15:00Z,fabric-c,rack-c,53.2,11.1,2.51,1.0,normal
2026-04-01T11:15:00Z,fabric-d,rack-d,63.2,13.97,1.34,2.83,normal
2026-04-01T11:15:00Z,fabric-e,rack-e,59.2,9.84,5.03,1.61,normal
2026-04-01T11:15:00Z,fabric-f,rack-f,48.9,10.53,5.56,1.11,normal
2026-04-01T11:30:00Z,fabric-a,rack-a,59.4,14.69,4.09,1.75,normal
2026-04-01T11:30:00Z,fabric-b,rack-b,59.6,12.04,2.59,2.15,normal
2026-04-01T11:30:00Z,fabric-c,rack-c,61.0,12.9,4.68,1.84,normal
2026-04-01T11:30:00Z,fabric-d,rack-d,47.5,13.25,4.39,3.34,normal
2026-04-01T11:30:00Z,fabric-e,rack-e,52.0,10.33,4.42,1.29,normal
2026-04-01T11:30:00Z,fabric-f,rack-f,54.4,10.94,2.98,1.3,normal
2026-04-01T11:45:00Z,fabric-a,rack-a,59.9,14.26,3.76,1.47,normal
2026-04-01T11:45:00Z,fabric-b,rack-b,57.0,9.51,3.37,1.96,normal
2026-04-01T11:45:00Z,fabric-c,rack-c,54.2,13.06,4.0,3.01,normal
2026-04-01T11:45:00Z,fabric-d,rack-d,63.1,12.92,2.64,2.22,normal
2026-04-01T11:45:00Z,fabric-e,rack-e,56.2,12.57,4.15,1.97,normal
2026-04-01T11:45:00Z,fabric-f,rack-f,53.2,8.28,7.97,2.13,normal
2026-04-01T12:00:00Z,fabric-a,rack-a,55.7,12.81,2.46,3.21,normal
2026-04-01T12:00:00Z,fabric-b,rack-b,51.6,13.81,4.31,2.01,normal
2026-04-01T12:00:00Z,fabric-c,rack-c,59.9,11.08,5.45,1.82,normal
2026-04-01T12:00:00Z,fabric-d,rack-d,54.2,9.39,3.24,0.36,normal
2026-04-01T12:00:00Z,fabric-e,rack-e,61.7,15.96,4.31,1.48,normal
2026-04-01T12:00:00Z,fabric-f,rack-f,54.5,11.09,1.08,2.52,normal
2026-04-01T12:15:00Z,fabric-a,rack-a,48.7,11.37,3.48,1.87,normal
2026-04-01T12:15:00Z,fabric-b,rack-b,59.2,11.92,3.48,1.57,normal
2026-04-01T12:15:00Z,fabric-c,rack-c,53.0,11.29,6.1,2.47,normal
2026-04-01T12:15:00Z,fabric-d,rack-d,57.7,12.25,3.62,2.04,normal
2026-04-01T12:15:00Z,fabric-e,rack-e,44.5,9.73,3.95,1.51,normal
2026-04-01T12:15:00Z,fabric-f,rack-f,63.4,13.46,3.44,2.47,normal
2026-04-01T12:30:00Z,fabric-a,rack-a,48.6,11.69,2.68,1.98,normal
2026-04-01T12:30:00Z,fabric-b,rack-b,50.5,11.93,3.96,1.35,normal
2026-04-01T12:30:00Z,fabric-c,rack-c,59.6,9.07,5.41,1.89,normal
2026-04-01T12:30:00Z,fabric-d,rack-d,53.2,13.11,4.87,2.13,normal
2026-04-01T12:30:00Z,fabric-e,rack-e,56.0,12.5,4.31,2.76,normal
2026-04-01T12:30:00Z,fabric-f,rack-f,61.3,9.53,5.55,2.31,normal
2026-04-01T12:45:00Z,fabric-a,rack-a,42.7,10.05,2.05,1.46,normal
2026-04-01T12:45:00Z,fabric-b,rack-b,45.5,12.46,3.67,2.09,normal
