timestamp,node_id,rack_id,pool,gpu_utilization_pct,memory_utilization_pct,power_watts,temperature_c,network_rx_gbps,network_tx_gbps,ecc_errors,active_jobs,health_state
2026-04-01T00:30:00Z,gpu-node-04,rack-b,serving,43.9,33.3,3610,48.1,2.77,3.77,0,2,normal
2026-04-01T00:30:00Z,gpu-node-05,rack-c,training,47.0,41.9,3633,51.2,4.76,4.0,0,2,normal
2026-04-01T00:30:00Z,gpu-node-06,rack-c,training,44.1,40.9,3260,46.5,4.53,3.41,0,3,normal
2026-04-01T00:30:00Z,gpu-node-07,rack-d,training,49.2,39.7,3721,47.1,4.09,4.3,0,1,normal
2026-04-01T00:30:00Z,gpu-node-08,rack-d,training,57.2,47.2,4276,50.4,3.85,5.19,0,3,normal
2026-04-01T00:30:00Z,gpu-node-09,rack-e,shared,44.0,35.8,2737,46.3,4.22,3.62,0,3,normal
2026-04-01T00:30:00Z,gpu-node-10,rack-e,shared,45.7,38.3,2650,46.2,4.39,1.83,0,1,normal
2026-04-01T00:30:00Z,gpu-node-11,rack-f,shared,46.7,40.3,2860,47.2,3.57,4.2,0,4,normal
2026-04-01T00:30:00Z,gpu-node-12,rack-f,shared,40.5,30.8,2671,42.6,5.66,3.94,0,4,normal
2026-04-01T00:45:00Z,gpu-node-01,rack-a,serving,54.3,53.5,4134,50.0,5.03,4.54,0,3,normal
2026-04-01T00:45:00Z,gpu-node-02,rack-a,serving,39.8,37.8,3366,46.4,3.72,3.82,0,2,normal
2026-04-01T00:45:00Z,gpu-node-03,rack-b,serving,41.4,32.2,3556,46.2,4.4,3.28,0,4,normal
2026-04-01T00:45:00Z,gpu-node-04,rack-b,serving,49.6,38.1,3794,53.7,4.38,3.67,0,2,normal
2026-04-01T00:45:00Z,gpu-node-05,rack-c,training,43.3,40.8,3591,46.2,1.3,1.73,0,3,normal
2026-04-01T00:45:00Z,gpu-node-06,rack-c,training,50.0,50.6,3719,48.5,3.54,4.29,0,2,normal
2026-04-01T00:45:00Z,gpu-node-07,rack-d,training,46.7,36.9,3755,50.7,3.19,3.52,0,2,normal
2026-04-01T00:45:00Z,gpu-node-08,rack-d,training,49.5,48.7,3646,50.1,5.28,0.59,0,3,normal
2026-04-01T00:45:00Z,gpu-node-09,rack-e,shared,49.8,40.5,2815,49.0,4.25,4.24,0,2,normal
2026-04-01T00:45:00Z,gpu-node-10,rack-e,shared,50.4,44.1,2972,52.0,2.94,4.08,0,3,normal
2026-04-01T00:45:00Z,gpu-node-11,rack-f,shared,55.2,40.1,3156,50.3,6.18,5.56,0,1,normal
2026-04-01T00:45:00Z,gpu-node-12,rack-f,shared,49.1,35.9,2856,54.0,5.5,3.25,0,2,normal
2026-04-01T01:00:00Z,gpu-node-01,rack-a,serving,51.6,37.6,3887,49.6,5.28,4.61,0,1,normal
2026-04-01T01:00:00Z,gpu-node-02,rack-a,serving,54.2,39.5,4213,46.5,3.2,2.95,0,2,normal
2026-04-01T01:00:00Z,gpu-node-03,rack-b,serving,51.6,47.6,3974,53.2,3.13,3.06,0,4,normal
2026-04-01T01:00:00Z,gpu-node-04,rack-b,serving,53.1,50.1,3943,50.3,3.72,3.8,0,3,normal
2026-04-01T01:00:00Z,gpu-node-05,rack-c,training,52.2,45.3,3951,54.4,4.21,4.85,0,4,normal
2026-04-01T01:00:00Z,gpu-node-06,rack-c,training,46.3,38.2,3772,46.9,2.32,3.27,0,4,normal
2026-04-01T01:00:00Z,gpu-node-07,rack-d,training,35.0,32.3,2982,45.5,2.77,2.67,0,0,normal
2026-04-01T01:00:00Z,gpu-node-08,rack-d,training,54.5,40.0,3976,52.8,3.77,3.53,0,3,normal
2026-04-01T01:00:00Z,gpu-node-09,rack-e,shared,58.8,52.1,3230,52.7,5.44,4.86,0,2,normal
2026-04-01T01:00:00Z,gpu-node-10,rack-e,shared,63.5,46.5,3477,54.2,3.8,3.5,0,3,normal
2026-04-01T01:00:00Z,gpu-node-11,rack-f,shared,45.1,43.2,2631,51.7,3.76,4.32,0,0,normal
2026-04-01T01:00:00Z,gpu-node-12,rack-f,shared,33.6,31.6,2298,45.6,2.67,0.73,0,3,normal
2026-04-01T01:15:00Z,gpu-node-01,rack-a,serving,53.0,39.9,3858,47.7,4.56,2.81,0,1,normal
2026-04-01T01:15:00Z,gpu-node-02,rack-a,serving,44.4,42.6,3634,47.1,3.71,3.37,0,2,normal
2026-04-01T01:15:00Z,gpu-node-03,rack-b,serving,58.9,59.6,4343,51.9,4.51,2.83,0,4,normal
2026-04-01T01:15:00Z,gpu-node-04,rack-b,serving,46.0,40.3,3683,42.6,4.06,2.66,0,3,normal
2026-04-01T01:15:00Z,gpu-node-05,rack-c,training,51.6,41.9,3800,49.1,3.59,4.32,0,2,normal
2026-04-01T01:15:00Z,gpu-node-06,rack-c,training,36.6,27.4,2978,45.4,4.25,3.45,0,2,normal
2026-04-01T01:15:00Z,gpu-node-07,rack-d,training,34.9,32.1,2924,43.0,0.77,2.58,0,1,normal
2026-04-01T01:15:00Z,gpu-node-08,rack-d,training,62.3,48.0,4280,51.9,6.41,5.46,0,2,normal
2026-04-01T01:15:00Z,gpu-node-09,rack-e,shared,58.9,48.8,3128,52.4,3.81,6.32,0,3,normal
2026-04-01T01:15:00Z,gpu-node-10,rack-e,shared,51.0,37.1,2957,48.0,3.44,5.45,0,2,normal
2026-04-01T01:15:00Z,gpu-node-11,rack-f,shared,48.5,48.1,2910,47.4,3.7,4.09,0,4,normal
2026-04-01T01:15:00Z,gpu-node-12,rack-f,shared,37.6,27.1,2397,48.5,0.52,4.1,0,1,normal
2026-04-01T01:30:00Z,gpu-node-01,rack-a,serving,45.9,37.3,3672,44.8,5.06,4.27,0,2,normal
2026-04-01T01:30:00Z,gpu-node-02,rack-a,serving,45.4,38.8,3547,49.3,3.6,3.17,0,2,normal
2026-04-01T01:30:00Z,gpu-node-03,rack-b,serving,55.6,42.4,4128,49.5,7.03,4.85,0,3,normal
2026-04-01T01:30:00Z,gpu-node-04,rack-b,serving,65.5,63.4,4700,57.6,6.49,4.99,0,5,normal
2026-04-01T01:30:00Z,gpu-node-05,rack-c,training,53.7,39.8,3988,53.0,3.29,4.96,0,3,normal
2026-04-01T01:30:00Z,gpu-node-06,rack-c,training,34.8,34.5,3088,44.2,1.93,3.34,0,1,normal
2026-04-01T01:30:00Z,gpu-node-07,rack-d,training,51.6,43.8,3773,48.8,4.16,2.88,0,4,normal
2026-04-01T01:30:00Z,gpu-node-08,rack-d,training,54.4,39.8,4029,49.5,4.87,2.95,0,2,normal
2026-04-01T01:30:00Z,gpu-node-09,rack-e,shared,35.0,29.8,2322,46.1,2.82,1.04,0,1,normal
2026-04-01T01:30:00Z,gpu-node-10,rack-e,shared,60.1,55.8,3451,53.2,4.07,6.03,0,3,normal
2026-04-01T01:30:00Z,gpu-node-11,rack-f,shared,41.8,31.9,2801,45.1,2.89,2.18,0,1,normal
2026-04-01T01:30:00Z,gpu-node-12,rack-f,shared,41.5,41.0,2767,44.6,3.53,4.05,0,3,normal
2026-04-01T01:45:00Z,gpu-node-01,rack-a,serving,51.7,41.4,4044,47.8,4.21,3.05,0,2,normal
2026-04-01T01:45:00Z,gpu-node-02,rack-a,serving,52.7,42.4,3989,45.2,4.46,4.13,0,3,normal
2026-04-01T01:45:00Z,gpu-node-03,rack-b,serving,35.6,33.2,3119,44.7,3.57,2.51,0,2,normal
2026-04-01T01:45:00Z,gpu-node-04,rack-b,serving,46.5,47.0,3711,48.8,2.38,3.07,0,3,normal
2026-04-01T01:45:00Z,gpu-node-05,rack-c,training,53.4,49.9,3986,49.2,4.16,4.94,0,6,normal
2026-04-01T01:45:00Z,gpu-node-06,rack-c,training,38.1,32.3,3379,45.3,3.54,4.48,0,1,normal
2026-04-01T01:45:00Z,gpu-node-07,rack-d,training,55.3,53.9,4239,49.0,7.55,4.42,0,2,normal
2026-04-01T01:45:00Z,gpu-node-08,rack-d,training,37.9,37.9,3169,44.1,1.6,3.06,0,3,normal
2026-04-01T01:45:00Z,gpu-node-09,rack-e,shared,63.7,47.3,3445,56.4,5.04,4.03,0,3,normal
2026-04-01T01:45:00Z,gpu-node-10,rack-e,shared,51.0,46.0,3048,48.0,3.0,3.83,0,2,normal
2026-04-01T01:45:00Z,gpu-node-11,rack-f,shared,57.0,55.7,3164,52.3,5.12,3.09,0,2,normal
2026-04-01T01:45:00Z,gpu-node-12,rack-f,shared,50.3,41.0,2945,47.5,5.17,2.65,0,1,normal
2026-04-01T02:00:00Z,gpu-node-01,rack-a,serving,48.1,43.9,3665,47.0,3.77,4.15,0,1,normal
2026-04-01T02:00:00Z,gpu-node-02,rack-a,serving,62.0,56.4,4629,49.5,5.51,3.44,0,4,normal
2026-04-01T02:00:00Z,gpu-node-03,rack-b,serving,56.3,50.2,4327,51.8,4.15,3.61,0,2,normal
2026-04-01T02:00:00Z,gpu-node-04,rack-b,serving,49.0,36.7,3842,50.1,3.73,4.04,0,1,normal
2026-04-01T02:00:00Z,gpu-node-05,rack-c,training,47.5,42.4,3700,47.7,2.67,4.04,0,0,normal
2026-04-01T02:00:00Z,gpu-node-06,rack-c,training,46.0,39.2,3526,45.6,3.81,3.03,0,3,normal
2026-04-01T02:00:00Z,gpu-node-07,rack-d,training,48.4,49.0,3703,49.5,5.49,2.3,0,2,normal
2026-04-01T02:00:00Z,gpu-node-08,rack-d,training,49.7,49.7,3664,47.9,2.4,3.33,0,1,normal
2026-04-01T02:00:00Z,gpu-node-09,rack-e,shared,60.7,48.3,3306,53.2,4.51,5.95,0,4,normal
2026-04-01T02:00:00Z,gpu-node-10,rack-e,shared,38.7,36.6,2619,48.4,3.66,1.62,0,2,normal
2026-04-01T02:00:00Z,gpu-node-11,rack-f,shared,41.0,39.3,2613,45.2,3.3,2.87,0,2,normal
2026-04-01T02:00:00Z,gpu-node-12,rack-f,shared,48.0,38.1,2988,48.3,4.4,3.6,0,2,normal
2026-04-01T02:15:00Z,gpu-node-01,rack-a,serving,55.7,44.1,4019,52.2,4.81,5.82,0,2,normal
2026-04-01T02:15:00Z,gpu-node-02,rack-a,serving,43.8,37.5,3581,51.0,1.91,3.18,0,4,normal
2026-04-01T02:15:00Z,gpu-node-03,rack-b,serving,51.9,51.9,4004,53.7,5.22,3.12,0,3,normal
2026-04-01T02:15:00Z,gpu-node-04,rack-b,serving,55.0,53.0,4121,50.6,4.42,2.62,0,2,normal
2026-04-01T02:15:00Z,gpu-node-05,rack-c,training,61.9,47.4,4321,49.7,5.2,3.96,0,2,normal
2026-04-01T02:15:00Z,gpu-node-06,rack-c,training,49.0,41.0,3824,47.2,4.31,4.12,0,3,normal
2026-04-01T02:15:00Z,gpu-node-07,rack-d,training,55.6,42.2,4266,53.8,4.0,1.91,0,4,normal
2026-04-01T02:15:00Z,gpu-node-08,rack-d,training,38.4,29.9,3143,48.2,4.35,2.52,0,0,normal
2026-04-01T02:15:00Z,gpu-node-09,rack-e,shared,44.1,33.3,2641,47.9,3.95,3.58,0,3,normal
2026-04-01T02:15:00Z,gpu-node-10,rack-e,shared,61.4,47.0,3384,53.7,4.25,4.63,0,3,normal
2026-04-01T02:15:00Z,gpu-node-11,rack-f,shared,36.2,32.5,2369,46.6,3.12,2.64,0,2,normal
2026-04-01T02:15:00Z,gpu-node-12,rack-f,shared,51.6,41.1,2975,49.6,6.13,6.23,0,3,normal
2026-04-01T02:30:00Z,gpu-node-01,rack-a,serving,51.5,51.1,3915,50.1,3.68,4.05,0,2,normal
2026-04-01T02:30:00Z,gpu-node-02,rack-a,serving,47.7,43.0,3883,49.0,2.75,3.67,0,0,normal
2026-04-01T02:30:00Z,gpu-node-03,rack-b,serving,52.7,49.3,4111,48.0,5.29,6.02,0,2,normal
2026-04-01T02:30:00Z,gpu-node-04,rack-b,serving,62.7,57.0,4655,52.8,5.2,4.85,0,2,normal
2026-04-01T02:30:00Z,gpu-node-05,rack-c,training,43.9,35.6,3546,44.8,2.65,2.76,0,2,normal
2026-04-01T02:30:00Z,gpu-node-06,rack-c,training,56.3,41.7,4182,47.7,3.57,1.49,0,3,normal
2026-04-01T02:30:00Z,gpu-node-07,rack-d,training,55.4,46.7,4155,49.5,5.29,3.57,0,3,normal
2026-04-01T02:30:00Z,gpu-node-08,rack-d,training,40.8,36.4,3359,46.9,3.31,4.1,0,2,normal
2026-04-01T02:30:00Z,gpu-node-09,rack-e,shared,63.7,60.1,3446,51.7,5.11,5.73,0,1,normal
2026-04-01T02:30:00Z,gpu-node-10,rack-e,shared,48.9,44.8,2733,50.3,3.69,3.56,0,1,normal
2026-04-01T02:30:00Z,gpu-node-11,rack-f,shared,52.5,39.3,3097,53.9,5.72,4.2,0,4,normal
2026-04-01T02:30:00Z,gpu-node-12,rack-f,shared,52.7,39.0,3124,45.9,3.94,2.57,0,2,normal
2026-04-01T02:45:00Z,gpu-node-01,rack-a,serving,42.4,42.9,3576,44.3,3.72,1.96,0,1,normal
2026-04-01T02:45:00Z,gpu-node-02,rack-a,serving,56.1,46.2,4225,48.5,5.04,4.27,0,1,normal
2026-04-01T02:45:00Z,gpu-node-03,rack-b,serving,58.6,55.2,4328,51.0,3.77,4.97,0,3,normal
2026-04-01T02:45:00Z,gpu-node-04,rack-b,serving,59.8,49.2,4424,53.4,6.32,5.68,0,3,normal
2026-04-01T02:45:00Z,gpu-node-05,rack-c,training,67.9,58.7,4807,54.5,6.53,5.7,0,2,normal
2026-04-01T02:45:00Z,gpu-node-06,rack-c,training,50.1,42.1,3819,51.4,3.78,4.21,0,2,normal
2026-04-01T02:45:00Z,gpu-node-07,rack-d,training,66.4,59.0,4545,53.8,4.75,6.42,0,4,normal
2026-04-01T02:45:00Z,gpu-node-08,rack-d,training,65.7,57.1,4491,51.9,4.86,6.35,0,1,normal
2026-04-01T02:45:00Z,gpu-node-09,rack-e,shared,55.7,54.3,3168,51.8,5.35,6.81,0,4,normal
2026-04-01T02:45:00Z,gpu-node-10,rack-e,shared,53.0,49.6,2935,48.4,6.37,4.52,0,4,normal
2026-04-01T02:45:00Z,gpu-node-11,rack-f,shared,53.6,42.4,3202,51.8,5.18,4.81,0,2,normal
2026-04-01T02:45:00Z,gpu-node-12,rack-f,shared,52.3,39.2,3040,50.6,4.35,3.91,0,2,normal
2026-04-01T03:00:00Z,gpu-node-01,rack-a,serving,48.1,46.8,3797,45.9,4.66,3.39,0,1,normal
2026-04-01T03:00:00Z,gpu-node-02,rack-a,serving,66.3,58.5,4585,54.1,6.6,3.21,0,4,normal
2026-04-01T03:00:00Z,gpu-node-03,rack-b,serving,43.5,35.4,3713,49.1,2.8,4.09,0,1,normal
2026-04-01T03:00:00Z,gpu-node-04,rack-b,serving,47.4,45.9,3728,50.5,5.35,3.74,0,2,normal
2026-04-01T03:00:00Z,gpu-node-05,rack-c,training,51.4,42.6,3886,49.6,4.74,2.51,0,1,normal
2026-04-01T03:00:00Z,gpu-node-06,rack-c,training,46.3,38.9,3475,50.1,3.36,2.75,0,2,normal
2026-04-01T03:00:00Z,gpu-node-07,rack-d,training,45.3,40.4,3508,51.8,3.98,4.11,0,3,normal
2026-04-01T03:00:00Z,gpu-node-08,rack-d,training,44.1,32.5,3341,47.1,4.09,2.64,0,2,normal
2026-04-01T03:00:00Z,gpu-node-09,rack-e,shared,58.7,52.9,3270,51.9,7.27,3.78,0,4,normal
2026-04-01T03:00:00Z,gpu-node-10,rack-e,shared,38.9,32.5,2627,46.3,0.8,2.68,0,1,normal
2026-04-01T03:00:00Z,gpu-node-11,rack-f,shared,41.6,39.2,2524,49.1,3.22,3.94,0,2,normal
2026-04-01T03:00:00Z,gpu-node-12,rack-f,shared,51.4,43.6,2982,53.1,4.44,3.97,0,1,normal
2026-04-01T03:15:00Z,gpu-node-01,rack-a,serving,62.8,62.9,4698,57.6,5.07,5.29,0,2,normal
2026-04-01T03:15:00Z,gpu-node-02,rack-a,serving,36.2,35.8,3094,43.0,0.54,2.66,0,1,normal
2026-04-01T03:15:00Z,gpu-node-03,rack-b,serving,49.3,43.1,3869,51.3,3.5,2.45,0,4,normal
2026-04-01T03:15:00Z,gpu-node-04,rack-b,serving,54.7,43.8,4228,49.4,5.14,3.83,0,2,normal
2026-04-01T03:15:00Z,gpu-node-05,rack-c,training,47.0,37.5,3561,50.3,6.05,3.4,0,2,normal
2026-04-01T03:15:00Z,gpu-node-06,rack-c,training,47.8,36.0,3785,49.4,2.97,3.56,0,3,normal
2026-04-01T03:15:00Z,gpu-node-07,rack-d,training,34.7,29.3,2986,43.7,2.29,2.35,0,1,normal
2026-04-01T03:15:00Z,gpu-node-08,rack-d,training,50.6,40.0,3855,49.3,4.25,3.42,0,3,normal
2026-04-01T03:15:00Z,gpu-node-09,rack-e,shared,58.3,46.1,3202,54.5,6.31,5.42,0,4,normal
2026-04-01T03:15:00Z,gpu-node-10,rack-e,shared,52.0,38.1,3028,42.8,3.05,5.27,0,2,normal
2026-04-01T03:15:00Z,gpu-node-11,rack-f,shared,52.5,42.4,2921,48.4,4.49,5.5,0,3,normal
2026-04-01T03:15:00Z,gpu-node-12,rack-f,shared,69.6,65.0,3622,56.4,6.26,4.45,0,3,normal
2026-04-01T03:30:00Z,gpu-node-01,rack-a,serving,51.2,48.1,3886,49.3,3.37,2.83,0,3,normal
2026-04-01T03:30:00Z,gpu-node-02,rack-a,serving,51.4,44.6,3962,46.9,4.33,4.39,0,0,normal
2026-04-01T03:30:00Z,gpu-node-03,rack-b,serving,65.6,52.6,4738,52.2,5.64,7.17,0,2,normal
2026-04-01T03:30:00Z,gpu-node-04,rack-b,serving,59.8,56.9,4298,49.3,3.55,3.7,0,2,normal
2026-04-01T03:30:00Z,gpu-node-05,rack-c,training,48.0,45.9,3575,50.5,2.14,3.65,0,3,normal
2026-04-01T03:30:00Z,gpu-node-06,rack-c,training,48.4,46.9,3659,45.1,3.8,4.69,0,2,normal
2026-04-01T03:30:00Z,gpu-node-07,rack-d,training,61.8,47.2,4325,51.4,6.5,4.3,0,1,normal
2026-04-01T03:30:00Z,gpu-node-08,rack-d,training,62.3,55.8,4448,53.5,3.88,5.3,0,2,normal
2026-04-01T03:30:00Z,gpu-node-09,rack-e,shared,37.7,33.5,2414,43.6,2.93,0.67,0,1,normal
2026-04-01T03:30:00Z,gpu-node-10,rack-e,shared,52.5,47.7,3059,49.8,4.62,2.64,0,3,normal
2026-04-01T03:30:00Z,gpu-node-11,rack-f,shared,33.9,25.6,2288,44.0,1.04,2.88,0,2,normal
2026-04-01T03:30:00Z,gpu-node-12,rack-f,shared,57.4,58.2,3217,52.5,5.19,4.05,0,2,normal
2026-04-01T03:45:00Z,gpu-node-01,rack-a,serving,53.5,47.2,4098,47.8,5.23,3.27,0,3,normal
2026-04-01T03:45:00Z,gpu-node-02,rack-a,serving,49.0,37.9,3929,48.1,1.45,4.4,0,2,normal
2026-04-01T03:45:00Z,gpu-node-03,rack-b,serving,43.7,39.4,3621,49.4,3.45,4.8,0,2,normal
2026-04-01T03:45:00Z,gpu-node-04,rack-b,serving,58.5,54.7,4383,50.6,4.73,4.58,0,2,normal
2026-04-01T03:45:00Z,gpu-node-05,rack-c,training,45.0,42.9,3363,49.7,2.19,3.08,0,0,normal
2026-04-01T03:45:00Z,gpu-node-06,rack-c,training,48.3,44.2,3636,48.3,5.4,2.78,0,3,normal
2026-04-01T03:45:00Z,gpu-node-07,rack-d,training,51.1,47.3,3839,48.1,4.6,3.76,0,2,normal
2026-04-01T03:45:00Z,gpu-node-08,rack-d,training,43.7,44.4,3541,45.4,1.76,3.92,0,3,normal
2026-04-01T03:45:00Z,gpu-node-09,rack-e,shared,42.4,35.9,2606,51.4,3.56,4.01,0,4,normal
2026-04-01T03:45:00Z,gpu-node-10,rack-e,shared,51.7,37.8,3051,53.1,4.56,4.21,0,2,normal
2026-04-01T03:45:00Z,gpu-node-11,rack-f,shared,43.9,32.2,2701,46.6,3.94,1.21,0,2,normal
2026-04-01T03:45:00Z,gpu-node-12,rack-f,shared,28.2,24.8,2148,36.5,2.31,2.91,0,3,normal
2026-04-01T04:00:00Z,gpu-node-01,rack-a,serving,47.6,46.4,3803,46.5,2.39,4.9,0,1,normal
2026-04-01T04:00:00Z,gpu-node-02,rack-a,serving,65.0,63.3,4584,52.8,5.66,4.72,0,4,normal
2026-04-01T04:00:00Z,gpu-node-03,rack-b,serving,39.6,32.1,3308,47.3,0.78,2.79,0,2,normal
2026-04-01T04:00:00Z,gpu-node-04,rack-b,serving,52.6,51.9,3957,46.2,3.77,4.06,0,3,normal
2026-04-01T04:00:00Z,gpu-node-05,rack-c,training,49.8,36.4,3746,47.5,4.73,2.52,0,2,normal
2026-04-01T04:00:00Z,gpu-node-06,rack-c,training,44.6,36.1,3570,47.0,4.48,4.93,0,3,normal
2026-04-01T04:00:00Z,gpu-node-07,rack-d,training,54.6,42.6,3944,48.6,4.33,2.45,0,3,normal
2026-04-01T04:00:00Z,gpu-node-08,rack-d,training,44.8,42.2,3462,48.2,3.29,2.76,0,1,normal
2026-04-01T04:00:00Z,gpu-node-09,rack-e,shared,56.6,43.0,3271,51.7,6.46,3.17,0,4,normal
2026-04-01T04:00:00Z,gpu-node-10,rack-e,shared,50.1,42.9,2826,46.5,4.04,3.35,0,1,normal
2026-04-01T04:00:00Z,gpu-node-11,rack-f,shared,52.9,46.5,2983,51.9,4.48,3.21,0,2,normal
2026-04-01T04:00:00Z,gpu-node-12,rack-f,shared,40.7,38.7,2537,45.4,2.8,3.18,0,1,normal
2026-04-01T04:15:00Z,gpu-node-01,rack-a,serving,54.8,41.0,4072,45.6,5.0,3.97,0,2,normal
2026-04-01T04:15:00Z,gpu-node-02,rack-a,serving,42.8,32.9,3634,45.0,3.57,3.78,0,1,normal
2026-04-01T04:15:00Z,gpu-node-03,rack-b,serving,61.6,62.1,4467,54.5,5.36,5.15,0,3,normal
2026-04-01T04:15:00Z,gpu-node-04,rack-b,serving,47.1,42.9,3742,46.4,5.29,3.94,0,2,normal
2026-04-01T04:15:00Z,gpu-node-05,rack-c,training,50.1,45.2,3874,47.5,4.95,5.51,0,3,normal
2026-04-01T04:15:00Z,gpu-node-06,rack-c,training,54.7,43.6,3995,50.3,3.72,4.38,0,3,normal
2026-04-01T04:15:00Z,gpu-node-07,rack-d,training,58.7,47.4,4159,50.5,3.51,3.8,0,3,normal
2026-04-01T04:15:00Z,gpu-node-08,rack-d,training,44.7,33.8,3621,51.7,2.88,4.9,0,2,normal
2026-04-01T04:15:00Z,gpu-node-09,rack-e,shared,43.3,32.2,2666,44.9,2.72,2.96,0,2,normal
2026-04-01T04:15:00Z,gpu-node-10,rack-e,shared,42.4,38.8,2728,49.7,3.94,3.75,0,2,normal
2026-04-01T04:15:00Z,gpu-node-11,rack-f,shared,52.4,47.2,3067,49.5,3.59,3.85,0,3,normal
2026-04-01T04:15:00Z,gpu-node-12,rack-f,shared,55.9,44.1,3138,47.1,4.66,2.86,0,2,normal
2026-04-01T04:30:00Z,gpu-node-01,rack-a,serving,43.5,38.7,3402,46.0,4.44,3.28,0,2,normal
2026-04-01T04:30:00Z,gpu-node-02,rack-a,serving,50.5,45.5,4032,49.0,5.42,3.87,0,3,normal
2026-04-01T04:30:00Z,gpu-node-03,rack-b,serving,61.9,51.7,4518,50.2,4.89,5.17,0,1,normal
2026-04-01T04:30:00Z,gpu-node-04,rack-b,serving,62.6,62.5,4498,53.1,5.62,4.11,0,5,normal
2026-04-01T04:30:00Z,gpu-node-05,rack-c,training,63.4,63.8,4377,56.6,6.48,4.49,0,3,normal
2026-04-01T04:30:00Z,gpu-node-06,rack-c,training,54.4,48.7,3945,52.1,5.06,4.0,0,2,normal
2026-04-01T04:30:00Z,gpu-node-07,rack-d,training,45.7,33.7,3471,47.3,2.99,3.11,0,3,normal
2026-04-01T04:30:00Z,gpu-node-08,rack-d,training,52.0,48.7,3849,49.6,4.89,2.35,0,3,normal
2026-04-01T04:30:00Z,gpu-node-09,rack-e,shared,61.0,56.7,3358,55.1,5.85,5.74,0,1,normal
2026-04-01T04:30:00Z,gpu-node-10,rack-e,shared,50.3,44.2,3008,49.6,3.85,2.41,0,1,normal
2026-04-01T04:30:00Z,gpu-node-11,rack-f,shared,47.7,47.0,2701,50.8,5.25,2.31,0,2,normal
2026-04-01T04:30:00Z,gpu-node-12,rack-f,shared,45.8,38.4,2565,46.8,5.41,3.01,0,2,normal
