timestamp,model_name,serving_pool,desired_replicas,ready_replicas,max_batch_size,concurrency_limit,queued_requests,kv_cache_used_gb,health_state
2026-04-01T06:45:00Z,reranker-3b,shared,1,1,48,96,2,4.6,normal
2026-04-01T06:45:00Z,batch-summarizer-7b,training,1,1,24,48,9,5.0,normal
2026-04-01T07:00:00Z,chat-small-8b,shared,2,2,16,64,9,9.17,normal
2026-04-01T07:00:00Z,chat-mid-34b,serving,3,3,12,72,4,98.68,normal
2026-04-01T07:00:00Z,code-assist-15b,shared,2,2,14,56,7,32.35,normal
2026-04-01T07:00:00Z,vision-chat-12b,serving,2,2,8,32,5,29.21,normal
2026-04-01T07:00:00Z,embed-small,shared,2,2,64,256,6,12.58,normal
2026-04-01T07:00:00Z,reranker-3b,shared,1,1,48,96,10,4.44,normal
2026-04-01T07:00:00Z,batch-summarizer-7b,training,1,1,24,48,8,7.58,normal
2026-04-01T07:15:00Z,chat-small-8b,shared,2,2,16,64,0,7.75,normal
2026-04-01T07:15:00Z,chat-mid-34b,serving,3,3,12,72,4,50.4,normal
2026-04-01T07:15:00Z,code-assist-15b,shared,2,2,14,56,14,29.52,normal
2026-04-01T07:15:00Z,vision-chat-12b,serving,2,2,8,32,8,24.82,normal
2026-04-01T07:15:00Z,embed-small,shared,2,2,64,256,7,12.41,normal
2026-04-01T07:15:00Z,reranker-3b,shared,1,1,48,96,11,3.23,normal
2026-04-01T07:15:00Z,batch-summarizer-7b,training,1,1,24,48,7,6.49,normal
2026-04-01T07:30:00Z,chat-small-8b,shared,2,2,16,64,8,10.84,normal
2026-04-01T07:30:00Z,chat-mid-34b,serving,3,3,12,72,6,95.67,normal
2026-04-01T07:30:00Z,code-assist-15b,shared,2,2,14,56,13,34.17,normal
2026-04-01T07:30:00Z,vision-chat-12b,serving,2,2,8,32,9,41.85,normal
2026-04-01T07:30:00Z,embed-small,shared,2,2,64,256,6,11.22,normal
2026-04-01T07:30:00Z,reranker-3b,shared,1,1,48,96,6,2.58,normal
2026-04-01T07:30:00Z,batch-summarizer-7b,training,1,1,24,48,1,6.78,normal
2026-04-01T07:45:00Z,chat-small-8b,shared,2,2,16,64,2,12.56,normal
2026-04-01T07:45:00Z,chat-mid-34b,serving,3,3,12,72,7,98.13,normal
2026-04-01T07:45:00Z,code-assist-15b,shared,2,2,14,56,8,19.53,normal
2026-04-01T07:45:00Z,vision-chat-12b,serving,2,2,8,32,15,43.28,normal
2026-04-01T07:45:00Z,embed-small,shared,2,2,64,256,16,6.66,normal
2026-04-01T07:45:00Z,reranker-3b,shared,1,1,48,96,11,2.66,normal
2026-04-01T07:45:00Z,batch-summarizer-7b,training,1,1,24,48,4,5.26,normal
2026-04-01T08:00:00Z,chat-small-8b,shared,2,2,16,64,8,8.49,normal
2026-04-01T08:00:00Z,chat-mid-34b,serving,3,3,12,72,3,76.05,normal
2026-04-01T08:00:00Z,code-assist-15b,shared,2,2,14,56,4,33.72,normal
2026-04-01T08:00:00Z,vision-chat-12b,serving,2,2,8,32,10,23.53,normal
2026-04-01T08:00:00Z,embed-small,shared,2,2,64,256,11,11.73,normal
2026-04-01T08:00:00Z,reranker-3b,shared,1,1,48,96,18,4.63,normal
2026-04-01T08:00:00Z,batch-summarizer-7b,training,1,1,24,48,6,8.16,normal
2026-04-01T08:15:00Z,chat-small-8b,shared,2,2,16,64,9,8.25,normal
2026-04-01T08:15:00Z,chat-mid-34b,serving,3,3,12,72,12,80.56,normal
2026-04-01T08:15:00Z,code-assist-15b,shared,2,2,14,56,2,16.24,normal
2026-04-01T08:15:00Z,vision-chat-12b,serving,2,2,8,32,3,50.57,normal
2026-04-01T08:15:00Z,embed-small,shared,2,2,64,256,9,8.16,normal
2026-04-01T08:15:00Z,reranker-3b,shared,1,1,48,96,7,4.05,normal
2026-04-01T08:15:00Z,batch-summarizer-7b,training,1,1,24,48,6,7.09,normal
2026-04-01T08:30:00Z,chat-small-8b,shared,2,2,16,64,13,9.82,normal
2026-04-01T08:30:00Z,chat-mid-34b,serving,3,3,12,72,12,57.52,normal
2026-04-01T08:30:00Z,code-assist-15b,shared,2,2,14,56,5,29.72,normal
2026-04-01T08:30:00Z,vision-chat-12b,serving,2,2,8,32,10,25.52,normal
2026-04-01T08:30:00Z,embed-small,shared,2,2,64,256,8,8.36,normal
2026-04-01T08:30:00Z,reranker-3b,shared,1,1,48,96,5,2.39,normal
2026-04-01T08:30:00Z,batch-summarizer-7b,training,1,1,24,48,8,5.35,normal
2026-04-01T08:45:00Z,chat-small-8b,shared,2,2,16,64,15,9.65,normal
2026-04-01T08:45:00Z,chat-mid-34b,serving,3,3,12,72,10,75.21,normal
2026-04-01T08:45:00Z,code-assist-15b,shared,2,2,14,56,13,34.64,normal
2026-04-01T08:45:00Z,vision-chat-12b,serving,2,2,8,32,18,34.72,normal
2026-04-01T08:45:00Z,embed-small,shared,2,2,64,256,6,9.17,normal
2026-04-01T08:45:00Z,reranker-3b,shared,1,1,48,96,4,3.23,normal
2026-04-01T08:45:00Z,batch-summarizer-7b,training,1,1,24,48,11,11.17,normal
2026-04-01T09:00:00Z,chat-small-8b,shared,2,2,16,64,7,9.33,normal
2026-04-01T09:00:00Z,chat-mid-34b,serving,3,3,12,72,11,99.51,normal
2026-04-01T09:00:00Z,code-assist-15b,shared,2,2,14,56,14,21.7,normal
2026-04-01T09:00:00Z,vision-chat-12b,serving,2,2,8,32,11,30.82,normal
2026-04-01T09:00:00Z,embed-small,shared,2,2,64,256,11,8.65,normal
2026-04-01T09:00:00Z,reranker-3b,shared,1,1,48,96,15,2.19,normal
2026-04-01T09:00:00Z,batch-summarizer-7b,training,1,1,24,48,13,11.15,normal
2026-04-01T09:15:00Z,chat-small-8b,shared,2,2,16,64,6,16.17,normal
2026-04-01T09:15:00Z,chat-mid-34b,serving,3,3,12,72,10,78.86,normal
2026-04-01T09:15:00Z,code-assist-15b,shared,2,2,14,56,14,19.34,normal
2026-04-01T09:15:00Z,vision-chat-12b,serving,2,2,8,32,9,37.94,normal
2026-04-01T09:15:00Z,embed-small,shared,2,2,64,256,9,6.23,normal
2026-04-01T09:15:00Z,reranker-3b,shared,1,1,48,96,11,2.16,normal
2026-04-01T09:15:00Z,batch-summarizer-7b,training,1,1,24,48,18,6.47,normal
2026-04-01T09:30:00Z,chat-small-8b,shared,2,2,16,64,12,9.44,normal
2026-04-01T09:30:00Z,chat-mid-34b,serving,3,3,12,72,17,101.56,normal
2026-04-01T09:30:00Z,code-assist-15b,shared,2,2,14,56,8,28.66,normal
2026-04-01T09:30:00Z,vision-chat-12b,serving,2,2,8,32,10,36.47,normal
2026-04-01T09:30:00Z,embed-small,shared,2,2,64,256,12,9.21,normal
2026-04-01T09:30:00Z,reranker-3b,shared,1,1,48,96,10,3.4,normal
2026-04-01T09:30:00Z,batch-summarizer-7b,training,1,1,24,48,9,8.07,normal
2026-04-01T09:45:00Z,chat-small-8b,shared,2,2,16,64,10,12.98,normal
2026-04-01T09:45:00Z,chat-mid-34b,serving,3,3,12,72,7,51.28,normal
2026-04-01T09:45:00Z,code-assist-15b,shared,2,2,14,56,11,36.56,normal
2026-04-01T09:45:00Z,vision-chat-12b,serving,2,2,8,32,10,40.4,normal
2026-04-01T09:45:00Z,embed-small,shared,2,2,64,256,21,9.15,normal
2026-04-01T09:45:00Z,reranker-3b,shared,1,1,48,96,3,2.22,normal
2026-04-01T09:45:00Z,batch-summarizer-7b,training,1,1,24,48,13,10.99,normal
2026-04-01T10:00:00Z,chat-small-8b,shared,2,2,16,64,8,7.93,normal
2026-04-01T10:00:00Z,chat-mid-34b,serving,3,3,12,72,13,55.05,normal
2026-04-01T10:00:00Z,code-assist-15b,shared,2,2,14,56,14,33.42,normal
2026-04-01T10:00:00Z,vision-chat-12b,serving,2,2,8,32,14,30.15,normal
2026-04-01T10:00:00Z,embed-small,shared,2,2,64,256,11,5.11,normal
2026-04-01T10:00:00Z,reranker-3b,shared,1,1,48,96,17,4.44,normal
2026-04-01T10:00:00Z,batch-summarizer-7b,training,1,1,24,48,10,5.42,normal
2026-04-01T10:15:00Z,chat-small-8b,shared,2,2,16,64,9,13.48,normal
2026-04-01T10:15:00Z,chat-mid-34b,serving,3,3,12,72,13,75.3,normal
2026-04-01T10:15:00Z,code-assist-15b,shared,2,2,14,56,13,29.38,normal
2026-04-01T10:15:00Z,vision-chat-12b,serving,2,2,8,32,5,32.32,normal
2026-04-01T10:15:00Z,embed-small,shared,2,2,64,256,13,8.54,normal
2026-04-01T10:15:00Z,reranker-3b,shared,1,1,48,96,7,2.09,normal
2026-04-01T10:15:00Z,batch-summarizer-7b,training,1,1,24,48,14,6.78,normal
2026-04-01T10:30:00Z,chat-small-8b,shared,2,2,16,64,10,11.24,normal
2026-04-01T10:30:00Z,chat-mid-34b,serving,3,3,12,72,8,67.17,normal
2026-04-01T10:30:00Z,code-assist-15b,shared,2,2,14,56,17,19.56,normal
2026-04-01T10:30:00Z,vision-chat-12b,serving,2,2,8,32,15,38.62,normal
2026-04-01T10:30:00Z,embed-small,shared,2,2,64,256,15,12.59,normal
2026-04-01T10:30:00Z,reranker-3b,shared,1,1,48,96,17,3.67,normal
2026-04-01T10:30:00Z,batch-summarizer-7b,training,1,1,24,48,14,9.61,normal
2026-04-01T10:45:00Z,chat-small-8b,shared,2,2,16,64,13,8.89,normal
2026-04-01T10:45:00Z,chat-mid-34b,serving,3,3,12,72,11,98.77,normal
2026-04-01T10:45:00Z,code-assist-15b,shared,2,2,14,56,7,25.27,normal
2026-04-01T10:45:00Z,vision-chat-12b,serving,2,2,8,32,13,54.71,normal
2026-04-01T10:45:00Z,embed-small,shared,2,2,64,256,5,6.62,normal
2026-04-01T10:45:00Z,reranker-3b,shared,1,1,48,96,8,3.34,normal
2026-04-01T10:45:00Z,batch-summarizer-7b,training,1,1,24,48,14,9.57,normal
2026-04-01T11:00:00Z,chat-small-8b,shared,2,2,16,64,14,8.82,normal
2026-04-01T11:00:00Z,chat-mid-34b,serving,3,3,12,72,9,47.25,normal
2026-04-01T11:00:00Z,code-assist-15b,shared,2,2,14,56,18,35.64,normal
2026-04-01T11:00:00Z,vision-chat-12b,serving,2,2,8,32,8,27.54,normal
2026-04-01T11:00:00Z,embed-small,shared,2,2,64,256,18,6.41,normal
2026-04-01T11:00:00Z,reranker-3b,shared,1,1,48,96,15,3.76,normal
2026-04-01T11:00:00Z,batch-summarizer-7b,training,1,1,24,48,18,5.75,normal
2026-04-01T11:15:00Z,chat-small-8b,shared,2,2,16,64,15,16.71,normal
2026-04-01T11:15:00Z,chat-mid-34b,serving,3,3,12,72,18,80.21,normal
2026-04-01T11:15:00Z,code-assist-15b,shared,2,2,14,56,9,36.65,normal
2026-04-01T11:15:00Z,vision-chat-12b,serving,2,2,8,32,14,32.17,normal
2026-04-01T11:15:00Z,embed-small,shared,2,2,64,256,12,7.78,normal
2026-04-01T11:15:00Z,reranker-3b,shared,1,1,48,96,17,3.2,normal
2026-04-01T11:15:00Z,batch-summarizer-7b,training,1,1,24,48,7,8.37,normal
