timestamp,storage_service,read_gbps,write_gbps,p95_latency_ms,timeout_count,health_state
2026-04-01T04:15:00Z,checkpoint-store,9.05,3.41,25.6,0,normal
2026-04-01T04:15:00Z,dataset-store,8.07,4.49,31.5,0,normal
2026-04-01T04:15:00Z,model-registry,8.54,4.48,25.6,0,normal
2026-04-01T04:30:00Z,checkpoint-store,8.53,3.69,21.0,0,normal
2026-04-01T04:30:00Z,dataset-store,9.82,4.86,24.8,0,normal
2026-04-01T04:30:00Z,model-registry,8.8,4.42,29.1,0,normal
2026-04-01T04:45:00Z,checkpoint-store,8.94,4.1,20.6,0,normal
2026-04-01T04:45:00Z,dataset-store,9.3,4.29,27.8,0,normal
2026-04-01T04:45:00Z,model-registry,6.68,3.57,29.6,0,normal
2026-04-01T05:00:00Z,checkpoint-store,7.39,4.34,40.8,0,normal
2026-04-01T05:00:00Z,dataset-store,7.97,3.6,25.7,0,normal
2026-04-01T05:00:00Z,model-registry,8.02,5.57,21.3,0,normal
2026-04-01T05:15:00Z,checkpoint-store,7.48,4.47,26.5,0,normal
2026-04-01T05:15:00Z,dataset-store,4.49,4.31,23.6,0,normal
2026-04-01T05:15:00Z,model-registry,7.07,3.92,24.9,0,normal
2026-04-01T05:30:00Z,checkpoint-store,9.11,4.77,26.4,0,normal
2026-04-01T05:30:00Z,dataset-store,7.62,5.84,30.7,0,normal
2026-04-01T05:30:00Z,model-registry,7.66,4.16,21.1,0,normal
2026-04-01T05:45:00Z,checkpoint-store,8.12,4.68,37.3,0,normal
2026-04-01T05:45:00Z,dataset-store,9.62,5.15,30.4,0,normal
2026-04-01T05:45:00Z,model-registry,8.85,5.45,23.8,0,normal
2026-04-01T06:00:00Z,checkpoint-store,7.77,4.02,32.2,0,normal
2026-04-01T06:00:00Z,dataset-store,7.49,3.76,24.2,0,normal
2026-04-01T06:00:00Z,model-registry,8.96,3.54,26.7,0,normal
2026-04-01T06:15:00Z,checkpoint-store,9.71,4.21,22.5,0,normal
2026-04-01T06:15:00Z,dataset-store,8.31,5.45,22.6,0,normal
2026-04-01T06:15:00Z,model-registry,6.91,3.0,32.1,0,normal
2026-04-01T06:30:00Z,checkpoint-store,5.83,5.25,19.4,0,normal
2026-04-01T06:30:00Z,dataset-store,7.23,4.63,26.6,0,normal
2026-04-01T06:30:00Z,model-registry,6.44,3.07,29.6,0,normal
2026-04-01T06:45:00Z,checkpoint-store,8.56,5.18,18.1,0,normal
2026-04-01T06:45:00Z,dataset-store,8.88,4.97,31.0,0,normal
2026-04-01T06:45:00Z,model-registry,9.89,5.27,27.7,0,normal
2026-04-01T07:00:00Z,checkpoint-store,9.85,4.95,31.5,0,normal
2026-04-01T07:00:00Z,dataset-store,9.59,3.19,25.3,0,normal
2026-04-01T07:00:00Z,model-registry,9.09,6.29,23.8,0,normal
2026-04-01T07:15:00Z,checkpoint-store,8.22,5.23,36.2,0,normal
2026-04-01T07:15:00Z,dataset-store,6.36,5.4,28.4,0,normal
2026-04-01T07:15:00Z,model-registry,7.86,5.05,28.7,0,normal
2026-04-01T07:30:00Z,checkpoint-store,6.28,3.55,26.6,0,normal
2026-04-01T07:30:00Z,dataset-store,9.7,5.06,30.3,0,normal
2026-04-01T07:30:00Z,model-registry,8.19,4.42,31.5,0,normal
2026-04-01T07:45:00Z,checkpoint-store,7.66,3.8,26.9,0,normal
2026-04-01T07:45:00Z,dataset-store,8.08,5.08,30.3,0,normal
2026-04-01T07:45:00Z,model-registry,9.92,4.02,28.7,0,normal
2026-04-01T08:00:00Z,checkpoint-store,11.02,4.51,24.4,0,normal
2026-04-01T08:00:00Z,dataset-store,9.94,4.0,32.7,0,normal
2026-04-01T08:00:00Z,model-registry,9.52,3.75,19.3,0,normal
2026-04-01T08:15:00Z,checkpoint-store,9.85,3.44,32.8,0,normal
2026-04-01T08:15:00Z,dataset-store,8.23,4.36,31.7,0,normal
2026-04-01T08:15:00Z,model-registry,7.88,3.85,30.2,0,normal
2026-04-01T08:30:00Z,checkpoint-store,7.81,6.17,24.3,0,normal
2026-04-01T08:30:00Z,dataset-store,7.93,5.33,24.5,0,normal
2026-04-01T08:30:00Z,model-registry,10.25,5.26,24.0,0,normal
2026-04-01T08:45:00Z,checkpoint-store,9.06,5.28,24.8,0,normal
2026-04-01T08:45:00Z,dataset-store,10.03,6.03,21.3,0,normal
2026-04-01T08:45:00Z,model-registry,9.48,5.39,28.2,0,normal
2026-04-01T09:00:00Z,checkpoint-store,8.91,6.05,30.6,0,normal
2026-04-01T09:00:00Z,dataset-store,7.91,5.42,27.8,0,normal
2026-04-01T09:00:00Z,model-registry,8.6,6.79,21.7,0,normal
2026-04-01T09:15:00Z,checkpoint-store,9.43,3.9,26.5,0,normal
2026-04-01T09:15:00Z,dataset-store,10.45,6.27,31.9,0,normal
2026-04-01T09:15:00Z,model-registry,12.32,5.98,29.4,0,normal
2026-04-01T09:30:00Z,checkpoint-store,9.29,5.09,27.3,0,normal
2026-04-01T09:30:00Z,dataset-store,10.76,6.57,28.1,0,normal
2026-04-01T09:30:00Z,model-registry,10.01,6.4,31.0,0,normal
2026-04-01T09:45:00Z,checkpoint-store,7.48,6.14,27.3,0,normal
2026-04-01T09:45:00Z,dataset-store,13.51,4.85,27.3,0,normal
2026-04-01T09:45:00Z,model-registry,10.68,5.44,23.2,0,normal
2026-04-01T10:00:00Z,checkpoint-store,9.08,5.54,33.7,0,normal
2026-04-01T10:00:00Z,dataset-store,10.81,4.68,28.0,0,normal
2026-04-01T10:00:00Z,model-registry,12.53,4.68,32.9,0,normal
2026-04-01T10:15:00Z,checkpoint-store,10.41,6.42,37.2,0,normal
2026-04-01T10:15:00Z,dataset-store,9.87,6.49,30.9,0,normal
2026-04-01T10:15:00Z,model-registry,11.73,5.15,36.3,0,normal
2026-04-01T10:30:00Z,checkpoint-store,9.49,5.95,29.4,0,normal
2026-04-01T10:30:00Z,dataset-store,10.3,4.47,30.6,0,normal
2026-04-01T10:30:00Z,model-registry,7.37,4.96,31.5,0,normal
2026-04-01T10:45:00Z,checkpoint-store,10.71,6.67,35.2,0,normal
2026-04-01T10:45:00Z,dataset-store,11.38,5.05,31.6,0,normal
2026-04-01T10:45:00Z,model-registry,12.52,5.76,30.2,0,normal
2026-04-01T11:00:00Z,checkpoint-store,8.96,5.07,23.1,0,normal
2026-04-01T11:00:00Z,dataset-store,11.02,6.32,39.1,0,normal
2026-04-01T11:00:00Z,model-registry,10.22,6.52,28.7,0,normal
2026-04-01T11:15:00Z,checkpoint-store,10.25,7.94,30.3,0,normal
2026-04-01T11:15:00Z,dataset-store,8.7,7.89,27.6,0,normal
2026-04-01T11:15:00Z,model-registry,6.98,5.76,28.0,0,normal
2026-04-01T11:30:00Z,checkpoint-store,9.84,6.29,31.5,0,normal
2026-04-01T11:30:00Z,dataset-store,9.03,5.8,27.8,0,normal
2026-04-01T11:30:00Z,model-registry,12.37,6.33,37.4,0,normal
2026-04-01T11:45:00Z,checkpoint-store,9.25,7.09,32.9,0,normal
2026-04-01T11:45:00Z,dataset-store,9.66,4.4,35.0,0,normal
2026-04-01T11:45:00Z,model-registry,12.91,6.59,34.0,0,normal
2026-04-01T12:00:00Z,checkpoint-store,9.31,7.36,30.8,0,normal
2026-04-01T12:00:00Z,dataset-store,8.64,5.91,30.1,0,normal
2026-04-01T12:00:00Z,model-registry,10.03,6.7,29.6,0,normal
2026-04-01T12:15:00Z,checkpoint-store,11.61,8.13,34.5,0,normal
2026-04-01T12:15:00Z,dataset-store,9.79,5.97,33.7,0,normal
2026-04-01T12:15:00Z,model-registry,9.96,4.63,40.5,0,normal
2026-04-01T12:30:00Z,checkpoint-store,10.74,6.63,29.5,0,normal
2026-04-01T12:30:00Z,dataset-store,10.34,6.63,26.5,0,normal
2026-04-01T12:30:00Z,model-registry,10.36,6.17,27.8,0,normal
2026-04-01T12:45:00Z,checkpoint-store,12.04,5.17,26.2,0,normal
2026-04-01T12:45:00Z,dataset-store,10.0,4.67,30.6,0,normal
2026-04-01T12:45:00Z,model-registry,11.84,5.75,30.9,0,normal
2026-04-01T13:00:00Z,checkpoint-store,9.34,5.72,27.8,0,normal
2026-04-01T13:00:00Z,dataset-store,10.06,5.48,25.1,0,normal
2026-04-01T13:00:00Z,model-registry,8.78,5.93,30.2,0,normal
2026-04-01T13:15:00Z,checkpoint-store,10.15,4.62,26.8,0,normal
2026-04-01T13:15:00Z,dataset-store,8.44,5.72,35.7,0,normal
2026-04-01T13:15:00Z,model-registry,10.59,5.83,31.0,0,normal
2026-04-01T13:30:00Z,checkpoint-store,7.66,5.96,32.4,0,normal
2026-04-01T13:30:00Z,dataset-store,7.09,6.37,29.4,0,normal
2026-04-01T13:30:00Z,model-registry,9.87,7.33,31.5,0,normal
2026-04-01T13:45:00Z,checkpoint-store,8.12,6.83,30.2,0,normal
2026-04-01T13:45:00Z,dataset-store,9.72,7.17,33.8,0,normal
2026-04-01T13:45:00Z,model-registry,8.77,5.79,32.8,0,normal
2026-04-01T14:00:00Z,checkpoint-store,11.08,4.53,26.7,0,normal
2026-04-01T14:00:00Z,dataset-store,9.03,5.25,27.2,0,normal
2026-04-01T14:00:00Z,model-registry,9.66,7.07,33.3,0,normal
2026-04-01T14:15:00Z,checkpoint-store,8.83,7.27,27.5,0,normal
2026-04-01T14:15:00Z,dataset-store,9.33,5.94,24.9,0,normal
2026-04-01T14:15:00Z,model-registry,10.55,5.69,25.7,0,normal
2026-04-01T14:30:00Z,checkpoint-store,11.85,4.33,23.7,0,normal
2026-04-01T14:30:00Z,dataset-store,12.32,7.53,36.1,0,normal
2026-04-01T14:30:00Z,model-registry,9.16,6.3,34.6,0,normal
2026-04-01T14:45:00Z,checkpoint-store,8.69,5.58,33.2,0,normal
2026-04-01T14:45:00Z,dataset-store,10.92,5.04,29.6,0,normal
2026-04-01T14:45:00Z,model-registry,8.12,5.56,31.3,0,normal
2026-04-01T15:00:00Z,checkpoint-store,12.71,5.23,37.2,0,normal
2026-04-01T15:00:00Z,dataset-store,11.18,6.17,30.8,0,normal
2026-04-01T15:00:00Z,model-registry,8.45,5.28,25.3,0,normal
2026-04-01T15:15:00Z,checkpoint-store,10.51,5.02,28.2,0,normal
2026-04-01T15:15:00Z,dataset-store,9.15,4.81,29.3,0,normal
2026-04-01T15:15:00Z,model-registry,9.53,5.31,27.2,0,normal
2026-04-01T15:30:00Z,checkpoint-store,9.53,6.05,32.9,0,normal
2026-04-01T15:30:00Z,dataset-store,8.83,5.63,21.5,0,normal
2026-04-01T15:30:00Z,model-registry,7.89,5.06,32.8,0,normal
2026-04-01T15:45:00Z,checkpoint-store,11.17,5.24,34.9,0,normal
2026-04-01T15:45:00Z,dataset-store,10.18,6.76,32.8,0,normal
2026-04-01T15:45:00Z,model-registry,9.51,5.77,20.9,0,normal
2026-04-01T16:00:00Z,checkpoint-store,7.61,7.13,26.1,0,normal
2026-04-01T16:00:00Z,dataset-store,9.85,5.68,32.3,0,normal
2026-04-01T16:00:00Z,model-registry,9.03,5.22,31.4,0,normal
2026-04-01T16:15:00Z,checkpoint-store,10.98,5.23,26.1,0,normal
2026-04-01T16:15:00Z,dataset-store,10.78,5.41,29.1,0,normal
2026-04-01T16:15:00Z,model-registry,11.49,7.11,31.3,0,normal
2026-04-01T16:30:00Z,checkpoint-store,8.91,4.83,27.6,0,normal
2026-04-01T16:30:00Z,dataset-store,10.09,4.63,31.6,0,normal
2026-04-01T16:30:00Z,model-registry,8.2,4.84,29.9,0,normal
2026-04-01T16:45:00Z,checkpoint-store,12.64,7.29,30.8,0,normal
2026-04-01T16:45:00Z,dataset-store,10.16,4.49,26.4,0,normal
2026-04-01T16:45:00Z,model-registry,10.93,6.23,29.9,0,normal
2026-04-01T17:00:00Z,checkpoint-store,11.66,5.02,29.6,0,normal
2026-04-01T17:00:00Z,dataset-store,9.65,4.89,34.1,0,normal
2026-04-01T17:00:00Z,model-registry,10.23,4.18,32.9,0,normal
2026-04-01T17:15:00Z,checkpoint-store,7.24,5.62,27.6,0,normal
2026-04-01T17:15:00Z,dataset-store,8.65,4.2,30.4,0,normal
2026-04-01T17:15:00Z,model-registry,10.86,5.69,31.5,0,normal
2026-04-01T17:30:00Z,checkpoint-store,10.11,4.55,23.8,0,normal
2026-04-01T17:30:00Z,dataset-store,8.43,5.43,29.6,0,normal
2026-04-01T17:30:00Z,model-registry,9.84,7.2,33.2,0,normal
2026-04-01T17:45:00Z,checkpoint-store,9.05,4.6,26.7,0,normal
2026-04-01T17:45:00Z,dataset-store,10.65,6.29,27.3,0,normal
2026-04-01T17:45:00Z,model-registry,9.94,4.2,30.8,0,normal
2026-04-01T18:00:00Z,checkpoint-store,8.94,7.26,31.9,0,normal
2026-04-01T18:00:00Z,dataset-store,9.9,6.34,32.0,0,normal
2026-04-01T18:00:00Z,model-registry,9.08,6.34,29.6,0,normal
2026-04-01T18:15:00Z,checkpoint-store,10.49,4.13,29.3,0,normal
2026-04-01T18:15:00Z,dataset-store,8.07,5.99,27.8,0,normal
2026-04-01T18:15:00Z,model-registry,10.68,5.19,32.9,0,normal
2026-04-01T18:30:00Z,checkpoint-store,10.23,6.76,26.4,0,normal
2026-04-01T18:30:00Z,dataset-store,9.97,5.65,25.4,0,normal
2026-04-01T18:30:00Z,model-registry,9.71,6.36,24.7,0,normal
2026-04-01T18:45:00Z,checkpoint-store,10.51,4.1,30.9,0,normal
2026-04-01T18:45:00Z,dataset-store,9.7,5.43,30.8,0,normal
2026-04-01T18:45:00Z,model-registry,10.78,4.14,22.1,0,normal
2026-04-01T19:00:00Z,checkpoint-store,8.86,4.85,36.3,0,normal
2026-04-01T19:00:00Z,dataset-store,7.97,5.95,28.2,0,normal
2026-04-01T19:00:00Z,model-registry,8.6,5.52,24.1,0,normal
2026-04-01T19:15:00Z,checkpoint-store,9.62,6.06,26.9,0,normal
2026-04-01T19:15:00Z,dataset-store,8.03,6.82,31.2,0,normal
2026-04-01T19:15:00Z,model-registry,9.07,6.23,32.1,0,normal
2026-04-01T19:30:00Z,checkpoint-store,8.72,4.05,25.4,0,normal
2026-04-01T19:30:00Z,dataset-store,10.09,4.92,31.5,0,normal
2026-04-01T19:30:00Z,model-registry,11.32,6.86,26.9,0,normal
2026-04-01T19:45:00Z,checkpoint-store,10.6,5.77,29.1,0,normal
2026-04-01T19:45:00Z,dataset-store,10.47,5.21,30.4,0,normal
2026-04-01T19:45:00Z,model-registry,8.5,5.15,31.7,0,normal
2026-04-01T20:00:00Z,checkpoint-store,9.03,5.64,22.9,0,normal
2026-04-01T20:00:00Z,dataset-store,9.96,5.5,32.0,0,normal
2026-04-01T20:00:00Z,model-registry,7.38,5.03,39.1,0,normal
2026-04-01T20:15:00Z,checkpoint-store,8.5,5.3,26.8,0,normal
2026-04-01T20:15:00Z,dataset-store,8.68,4.27,30.4,0,normal
2026-04-01T20:15:00Z,model-registry,9.03,5.04,26.8,0,normal
2026-04-01T20:30:00Z,checkpoint-store,6.82,5.62,30.5,0,normal
2026-04-01T20:30:00Z,dataset-store,8.44,5.29,31.3,0,normal
2026-04-01T20:30:00Z,model-registry,7.87,4.8,30.2,0,normal
2026-04-01T20:45:00Z,checkpoint-store,8.67,5.54,23.6,0,normal
2026-04-01T20:45:00Z,dataset-store,8.32,5.65,25.7,0,normal
2026-04-01T20:45:00Z,model-registry,9.15,4.43,30.3,0,normal
2026-04-01T21:00:00Z,checkpoint-store,10.13,5.09,21.2,0,normal
2026-04-01T21:00:00Z,dataset-store,7.3,4.61,27.9,0,normal
2026-04-01T21:00:00Z,model-registry,7.59,4.81,27.7,0,normal
2026-04-01T21:15:00Z,checkpoint-store,4.27,4.58,23.3,0,normal
2026-04-01T21:15:00Z,dataset-store,8.08,4.39,20.5,0,normal
2026-04-01T21:15:00Z,model-registry,8.39,4.25,22.6,0,normal
2026-04-01T21:30:00Z,checkpoint-store,7.97,5.66,25.6,0,normal
2026-04-01T21:30:00Z,dataset-store,9.16,4.09,26.4,0,normal
2026-04-01T21:30:00Z,model-registry,10.19,4.81,30.8,0,normal
2026-04-01T21:45:00Z,checkpoint-store,8.47,4.97,33.0,0,normal
2026-04-01T21:45:00Z,dataset-store,10.44,5.28,25.1,0,normal
2026-04-01T21:45:00Z,model-registry,7.05,6.18,28.5,0,normal
2026-04-01T22:00:00Z,checkpoint-store,8.25,2.72,26.0,0,normal
2026-04-01T22:00:00Z,dataset-store,6.43,3.98,24.0,0,normal
2026-04-01T22:00:00Z,model-registry,9.0,2.34,27.5,0,normal
2026-04-01T22:15:00Z,checkpoint-store,7.18,4.02,25.4,0,normal
2026-04-01T22:15:00Z,dataset-store,7.68,4.75,18.6,0,normal
2026-04-01T22:15:00Z,model-registry,7.75,4.6,25.3,0,normal
2026-04-01T22:30:00Z,checkpoint-store,6.82,3.43,27.0,0,normal
2026-04-01T22:30:00Z,dataset-store,8.66,5.16,34.8,0,normal
2026-04-01T22:30:00Z,model-registry,5.08,4.52,28.8,0,normal
2026-04-01T22:45:00Z,checkpoint-store,6.88,5.21,27.2,0,normal
2026-04-01T22:45:00Z,dataset-store,9.45,3.44,24.1,0,normal
2026-04-01T22:45:00Z,model-registry,7.08,5.66,27.6,0,normal
2026-04-01T23:00:00Z,checkpoint-store,7.56,4.98,30.4,0,normal
2026-04-01T23:00:00Z,dataset-store,7.81,3.94,24.2,0,normal
2026-04-01T23:00:00Z,model-registry,9.13,4.73,33.2,0,normal
2026-04-01T23:15:00Z,checkpoint-store,7.36,4.17,24.4,0,normal
2026-04-01T23:15:00Z,dataset-store,7.53,4.46,21.1,0,normal
2026-04-01T23:15:00Z,model-registry,9.29,4.91,25.0,0,normal
2026-04-01T23:30:00Z,checkpoint-store,6.88,4.77,26.5,0,normal
2026-04-01T23:30:00Z,dataset-store,7.55,5.76,30.5,0,normal
2026-04-01T23:30:00Z,model-registry,8.17,5.09,25.9,0,normal
2026-04-01T23:45:00Z,checkpoint-store,9.99,3.5,24.5,0,normal
2026-04-01T23:45:00Z,dataset-store,5.51,3.96,23.1,0,normal
2026-04-01T23:45:00Z,model-registry,9.59,3.99,34.6,0,normal
2026-04-02T00:00:00Z,checkpoint-store,8.25,4.07,21.3,0,normal
2026-04-02T00:00:00Z,dataset-store,8.24,5.26,24.9,0,normal
2026-04-02T00:00:00Z,model-registry,7.49,3.93,28.9,0,normal
2026-04-02T00:15:00Z,checkpoint-store,9.6,4.62,25.4,0,normal
2026-04-02T00:15:00Z,dataset-store,9.06,3.73,24.6,0,normal
2026-04-02T00:15:00Z,model-registry,7.6,4.52,21.2,0,normal
2026-04-02T00:30:00Z,checkpoint-store,9.0,4.54,15.7,0,normal
2026-04-02T00:30:00Z,dataset-store,8.56,3.18,23.5,0,normal
2026-04-02T00:30:00Z,model-registry,9.04,4.12,24.8,0,normal
2026-04-02T00:45:00Z,checkpoint-store,8.04,3.08,26.0,0,normal
2026-04-02T00:45:00Z,dataset-store,8.21,3.68,26.4,0,normal
2026-04-02T00:45:00Z,model-registry,8.95,4.58,19.8,0,normal
2026-04-02T01:00:00Z,checkpoint-store,8.58,3.56,25.6,0,normal
2026-04-02T01:00:00Z,dataset-store,7.03,3.6,21.2,0,normal
2026-04-02T01:00:00Z,model-registry,7.89,4.67,32.0,0,normal
2026-04-02T01:15:00Z,checkpoint-store,7.35,6.28,19.7,0,normal
2026-04-02T01:15:00Z,dataset-store,6.12,5.07,23.9,0,normal
2026-04-02T01:15:00Z,model-registry,6.96,5.57,20.7,0,normal
2026-04-02T01:30:00Z,checkpoint-store,9.84,4.4,31.1,0,normal
2026-04-02T01:30:00Z,dataset-store,7.26,3.87,27.2,0,normal
2026-04-02T01:30:00Z,model-registry,8.7,4.81,36.1,0,normal
2026-04-02T01:45:00Z,checkpoint-store,5.98,5.17,26.3,0,normal
2026-04-02T01:45:00Z,dataset-store,7.95,4.29,23.1,0,normal
2026-04-02T01:45:00Z,model-registry,10.57,2.87,31.4,0,normal
2026-04-02T02:00:00Z,checkpoint-store,9.97,3.57,32.8,0,normal
2026-04-02T02:00:00Z,dataset-store,6.78,2.54,29.7,0,normal
2026-04-02T02:00:00Z,model-registry,9.57,4.43,27.1,0,normal
2026-04-02T02:15:00Z,checkpoint-store,5.12,5.14,32.2,0,normal
2026-04-02T02:15:00Z,dataset-store,10.39,5.46,26.6,0,normal
2026-04-02T02:15:00Z,model-registry,8.43,4.23,24.7,0,normal
2026-04-02T02:30:00Z,checkpoint-store,9.91,5.78,30.2,0,normal
2026-04-02T02:30:00Z,dataset-store,7.83,5.91,20.2,0,normal
2026-04-02T02:30:00Z,model-registry,7.52,3.97,28.5,0,normal
2026-04-02T02:45:00Z,checkpoint-store,6.78,5.56,25.9,0,normal
2026-04-02T02:45:00Z,dataset-store,8.39,4.78,32.3,0,normal
2026-04-02T02:45:00Z,model-registry,6.48,4.8,29.9,0,normal
2026-04-02T03:00:00Z,checkpoint-store,5.83,4.09,26.6,0,normal
2026-04-02T03:00:00Z,dataset-store,8.33,4.76,31.8,0,normal
2026-04-02T03:00:00Z,model-registry,6.91,3.57,23.8,0,normal
2026-04-02T03:15:00Z,checkpoint-store,9.4,5.1,29.4,0,normal
2026-04-02T03:15:00Z,dataset-store,6.86,3.48,25.5,0,normal
2026-04-02T03:15:00Z,model-registry,8.17,2.63,30.9,0,normal
2026-04-02T03:30:00Z,checkpoint-store,8.1,3.77,31.9,0,normal
2026-04-02T03:30:00Z,dataset-store,8.84,4.68,22.4,0,normal
2026-04-02T03:30:00Z,model-registry,6.46,5.43,18.6,0,normal
2026-04-02T03:45:00Z,checkpoint-store,7.93,4.77,24.8,0,normal
2026-04-02T03:45:00Z,dataset-store,8.37,4.78,22.9,0,normal
2026-04-02T03:45:00Z,model-registry,9.72,4.75,31.0,0,normal
2026-04-02T04:00:00Z,checkpoint-store,9.21,5.27,27.1,0,normal
2026-04-02T04:00:00Z,dataset-store,8.71,3.65,28.2,0,normal
2026-04-02T04:00:00Z,model-registry,8.02,2.3,22.7,0,normal
2026-04-02T04:15:00Z,checkpoint-store,7.17,4.34,26.3,0,normal
2026-04-02T04:15:00Z,dataset-store,6.51,3.93,27.4,0,normal
2026-04-02T04:15:00Z,model-registry,7.1,3.59,33.7,0,normal
2026-04-02T04:30:00Z,checkpoint-store,7.96,3.51,26.0,0,normal
2026-04-02T04:30:00Z,dataset-store,8.37,6.18,30.0,0,normal
2026-04-02T04:30:00Z,model-registry,6.68,5.5,23.8,0,normal
2026-04-02T04:45:00Z,checkpoint-store,8.28,2.15,26.6,0,normal
2026-04-02T04:45:00Z,dataset-store,6.73,5.39,25.0,0,normal
2026-04-02T04:45:00Z,model-registry,7.32,3.95,19.7,0,normal
2026-04-02T05:00:00Z,checkpoint-store,9.31,5.91,28.9,0,normal
2026-04-02T05:00:00Z,dataset-store,7.6,3.91,25.2,0,normal
2026-04-02T05:00:00Z,model-registry,8.0,4.88,28.2,0,normal
2026-04-02T05:15:00Z,checkpoint-store,8.28,3.87,27.9,0,normal
2026-04-02T05:15:00Z,dataset-store,9.07,4.48,19.7,0,normal
2026-04-02T05:15:00Z,model-registry,10.01,5.24,23.6,0,normal
2026-04-02T05:30:00Z,checkpoint-store,8.82,4.69,25.8,0,normal
2026-04-02T05:30:00Z,dataset-store,6.67,4.06,20.8,0,normal
2026-04-02T05:30:00Z,model-registry,7.76,5.43,25.5,0,normal
2026-04-02T05:45:00Z,checkpoint-store,8.36,4.23,31.2,0,normal
2026-04-02T05:45:00Z,dataset-store,8.51,4.57,25.3,0,normal
2026-04-02T05:45:00Z,model-registry,9.93,4.25,27.7,0,normal
2026-04-02T06:00:00Z,checkpoint-store,8.2,3.71,21.8,0,normal
2026-04-02T06:00:00Z,dataset-store,6.81,3.54,25.4,0,normal
2026-04-02T06:00:00Z,model-registry,6.8,4.84,29.0,0,normal
